"","q5r1","q56","TechAttitudeMean","TechUseSocialMean","ShoppingAttitudeMean","SocialWebMean","RadioWebMean","VideoWebMean","LeaderMean","TVApp","NewsApp","Music","Entertainment","Gaming","SocialNet","ShoppingApp","OtherApps","Clusters","age"
"703",0,12,3.6,2.25,2.09090909090909,2.5,3,2.5,2.08333333333333,0,2,0,1,1,1,0,0,"1",4
"704",0,14,3,3,1.63636363636364,2.75,3.5,2.5,2.5,1,2,1,1,1,1,1,0,"4",4
"705",1,6,2.4,2.5,3.27272727272727,2.25,3,3.25,2.08333333333333,0,0,1,0,1,1,0,0,"2",2
"706",1,6,2.2,2.5,1.18181818181818,2.75,3.5,3.5,2,2,1,1,1,0,1,1,0,"4",2
"707",1,11,3,2.5,3.45454545454545,3.5,3.25,2.25,2.41666666666667,0,1,1,0,1,0,0,0,"3",4
"708",1,1,1.2,2.25,2.81818181818182,2.5,3.75,2.75,1.41666666666667,1,1,1,1,1,1,0,0,"4",2
"709",1,3,2.4,2.5,2.54545454545455,1.25,2.25,1.75,2,0,1,0,0,1,1,1,0,"4",9
"710",0,10,2.6,2.75,2.81818181818182,2,3,2.25,1.91666666666667,0,1,1,0,1,1,0,1,"3",2
"711",1,13,2.6,3,3.09090909090909,2.25,3.5,2.75,2.08333333333333,2,2,1,1,1,1,1,0,"4",6
"712",1,4,3.2,2.25,2.45454545454545,2,2.25,2,2.25,1,1,1,1,1,1,1,0,"4",2
"713",0,12,2.4,3.75,4.09090909090909,4,3,3.25,3.16666666666667,0,1,0,0,0,0,0,1,"3",7
"714",0,8,3,3,3,3.25,3,3.25,2.41666666666667,0,0,1,1,1,1,0,1,"3",5
"715",1,6,2.2,2.75,2.27272727272727,1.5,3,3,2.08333333333333,0,1,0,0,1,1,0,1,"3",4
"716",0,12,3,2.75,3.54545454545455,1.75,1.75,1.5,2.41666666666667,2,0,0,1,1,0,1,0,"3",3
"717",1,11,1,1,1.45454545454545,1,1,1,0.833333333333333,2,2,1,1,1,1,1,0,"4",3
"718",1,13,2.8,1.5,3.72727272727273,1.75,3.25,2,1.75,0,2,1,0,0,1,1,1,"3",8
"719",1,7,2.2,3.5,1.90909090909091,1.5,1.25,1.75,2,2,2,1,1,1,1,0,0,"4",3
"720",0,6,3.2,2.25,2.54545454545455,2.75,3,3,2,2,2,1,1,1,1,1,0,"4",11
"721",1,7,3.2,2.25,4.09090909090909,4,3,3.5,2.75,0,0,1,0,0,0,0,0,"3",9
"722",1,8,2.2,2,4.09090909090909,3.5,3.75,2.5,2.08333333333333,0,2,1,1,1,0,1,0,"3",7
"723",1,3,1.8,3.5,3.36363636363636,3,4,3.25,2.08333333333333,0,0,0,0,1,1,0,0,"1",2
"724",1,10,2.4,2.75,3,3.5,3.5,3.25,2,0,0,1,1,1,1,1,0,"4",5
"725",1,5,3.2,2.25,4.45454545454545,3.25,3.25,2.75,2.25,0,0,1,0,1,1,0,1,"3",5
"726",1,14,2.2,2.25,1.18181818181818,2.75,1.75,2.5,1.75,2,2,1,1,1,1,1,0,"4",2
"727",0,9,3.2,3,3.45454545454545,2.25,4,3,2.66666666666667,0,0,1,0,1,1,0,0,"2",5
"728",0,14,1,1,1,2.5,3.25,3.25,0.833333333333333,0,1,0,0,0,1,0,0,"3",1
"729",1,4,3,2.25,1.90909090909091,2.5,1.75,2.25,2.08333333333333,1,2,1,1,1,1,0,0,"2",2
"730",0,6,2.2,3.75,3.45454545454545,3,3.75,3.25,2.83333333333333,0,0,0,0,0,1,0,0,"1",3
"731",0,1,2,3.5,3.45454545454545,3,4,3.5,2.41666666666667,0,1,0,0,0,1,0,0,"1",2
"732",0,5,2.4,3.5,3.63636363636364,3.25,4,2.75,2.58333333333333,0,0,1,1,1,1,0,0,"2",2
"733",0,8,2,2.5,2.45454545454545,3.25,3.5,3.5,1.83333333333333,0,0,1,0,1,1,0,0,"2",6
"734",1,7,2.4,2,2.90909090909091,2.75,3,2.75,1.83333333333333,2,2,1,1,1,1,1,0,"4",3
"735",1,7,3,3.25,3.63636363636364,2.5,3.5,2.5,2.91666666666667,0,0,1,1,1,1,1,0,"4",2
"736",0,13,3.4,2.75,2.90909090909091,2.5,3.75,2,2.41666666666667,1,0,1,1,1,1,0,0,"2",2
"737",1,3,2.8,3.25,2.09090909090909,1.75,2.25,2.25,2.41666666666667,1,1,1,1,1,1,0,0,"2",2
"738",1,1,3.4,3.25,2.63636363636364,2.5,2.25,2.75,2.75,0,1,0,1,1,1,1,0,"4",2
"739",1,10,2.6,2.25,4.90909090909091,3,3,2.75,1.91666666666667,0,1,1,0,1,1,0,1,"3",2
"740",1,4,2.6,3.5,2.81818181818182,3,3,2.75,2.25,0,0,1,0,0,1,0,0,"1",6
"741",1,12,1.6,1.5,2,1.25,1.25,1.5,1.25,0,0,0,0,0,0,1,0,"4",6
"742",1,4,2.6,2.5,3.09090909090909,2.75,2.25,3,2,1,1,1,1,1,1,0,0,"2",6
"743",1,8,2.4,3,2.81818181818182,2,3,2.75,1.91666666666667,1,2,1,1,1,1,1,0,"4",5
"744",0,14,2,1.5,2.81818181818182,1.75,4,3.25,1.41666666666667,0,0,1,0,1,0,1,0,"1",3
"745",0,14,2.4,3,3,1.75,2.5,2,2.33333333333333,1,2,1,0,1,1,1,0,"4",4
"746",0,14,3.2,3,3.54545454545455,2.5,3.5,2.5,2.5,0,2,1,1,0,1,1,0,"3",8
"747",1,4,2.2,1.5,2,1.75,3.5,3,1.58333333333333,0,1,1,1,1,1,0,0,"2",3
"748",1,12,2.4,2.75,2.54545454545455,3,4,3.25,2.25,0,0,1,0,0,1,0,1,"3",6
"749",1,14,1.6,2,1.63636363636364,1,1.75,1.25,1.41666666666667,2,2,1,1,1,1,1,0,"4",4
"750",0,7,2.4,2.75,2.63636363636364,3,1.75,2.5,2.16666666666667,0,1,1,1,1,1,0,0,"2",5
"751",1,8,2.2,2.5,3.36363636363636,2,3.75,3,1.91666666666667,0,0,1,1,1,1,1,0,"4",3
"752",1,12,2.4,2.75,4,2.25,2.75,2,2,1,2,1,1,1,1,1,0,"4",4
"753",0,14,2.8,2.25,3.09090909090909,2,3.75,1.5,2.25,0,1,1,0,1,1,0,1,"3",2
"754",0,4,2.8,3.75,3.36363636363636,2.75,3.25,3.75,2.83333333333333,0,2,1,1,1,1,0,0,"2",2
"755",0,14,3,3,3.81818181818182,3.25,4,2.5,2.75,0,2,1,0,1,1,1,0,"4",7
"756",1,6,1.6,1,1.27272727272727,3.25,2.75,2,0.916666666666667,0,0,1,0,1,1,0,0,"2",2
"757",0,14,3,3,3,1,1,1,2.5,1,2,1,0,0,0,0,0,"3",5
"758",0,13,3.2,3.5,3.90909090909091,3,3.75,3.25,2.66666666666667,0,0,1,0,1,1,1,0,"2",6
"759",1,8,2.8,3.25,3,2.75,3.25,2,2.58333333333333,0,1,1,1,1,1,1,0,"4",2
"760",0,7,3.8,3,3.63636363636364,3.25,3.5,3.5,3,0,0,1,0,1,1,0,0,"2",5
"761",0,5,2.4,2,2.09090909090909,2,2.25,2,1.58333333333333,2,2,1,1,1,1,1,0,"4",4
"762",1,4,2.4,3,3,2.5,3,3,2.25,1,2,1,1,1,1,1,1,"3",3
"763",0,8,3.2,2.5,1.72727272727273,2.25,3.25,2,2.41666666666667,0,0,1,0,1,1,0,0,"2",2
"764",0,13,2.2,2.25,3.36363636363636,2.5,3.5,2.25,1.66666666666667,0,2,1,1,1,1,1,0,"4",6
"765",0,3,4,2.5,2.36363636363636,1.5,2.25,2.25,2.58333333333333,2,0,1,0,1,1,1,0,"2",2
"766",1,4,1.6,1.5,2.72727272727273,3,2.5,3,1.41666666666667,1,1,1,1,1,0,0,0,"3",9
"767",0,5,2.6,4,3.90909090909091,2.5,3.75,2.75,3.25,0,0,1,0,1,0,0,0,"3",3
"768",1,10,3.8,2.25,3.72727272727273,3.25,3.75,2.75,2.41666666666667,0,2,1,1,1,1,0,0,"2",1
"769",0,5,2.8,2.5,4.09090909090909,3.25,4,3.5,2,0,0,0,0,0,0,0,1,"3",6
"770",1,5,2.6,4,4,3.25,4,3.5,2.91666666666667,0,0,1,0,1,1,0,0,"2",4
"771",1,12,1.4,1.25,1.45454545454545,1.75,1.75,1.5,1.25,2,2,1,1,1,1,1,0,"4",2
"772",0,1,2,2,2.36363636363636,2,2,2,1.66666666666667,0,1,0,0,1,0,1,0,"3",2
"773",0,5,2.6,3,3.72727272727273,4,3.25,2.5,2.25,2,2,1,1,1,1,1,1,"3",7
"774",0,9,2.6,2.5,3.45454545454545,3,2.75,1.75,1.83333333333333,1,1,1,1,1,1,1,0,"4",6
"775",0,8,3,2,3.27272727272727,2.75,3,3.5,2,1,2,1,1,1,1,1,0,"4",4
"776",1,14,3.2,2.25,2.81818181818182,2.5,3.75,3,2.16666666666667,2,2,0,0,1,1,1,0,"2",6
"777",1,7,1.6,3,2.09090909090909,2.5,3.5,3.5,1.75,0,0,0,0,1,1,0,0,"1",9
"778",1,7,2.8,3.5,3.18181818181818,3.5,2.75,3.25,2.75,0,1,1,1,1,0,0,0,"3",5
"779",1,3,2,2.25,1.72727272727273,1.5,2.5,2.25,1.83333333333333,0,0,1,1,1,1,0,0,"2",4
"780",1,5,2.6,2.25,2.63636363636364,3.25,3.25,2.75,1.83333333333333,0,1,0,1,1,1,0,0,"1",5
"781",0,2,1.4,2.75,4.09090909090909,4,3,3,2.41666666666667,0,1,1,0,0,0,0,0,"3",4
"782",1,1,1,1,1.36363636363636,1,1,1,0.833333333333333,2,2,1,1,1,1,1,0,"4",4
"783",1,8,2.2,2,2.45454545454545,1.5,1.5,1.5,1.91666666666667,2,2,1,1,1,1,1,0,"4",4
"784",1,14,2.6,4.5,4.27272727272727,4,3.25,3.75,3.5,0,2,1,1,0,0,1,0,"3",8
"785",0,14,3.4,3,2.90909090909091,2.75,3.25,1.75,2.58333333333333,1,2,0,1,1,1,0,0,"4",6
"786",1,8,2.6,3,2,3.25,3,3.25,2.25,0,1,0,1,1,1,1,0,"4",2
"787",0,9,2.4,2.25,1.36363636363636,3,3.25,2.5,1.83333333333333,0,1,1,0,1,1,1,0,"1",3
"788",1,8,2.6,3,3.18181818181818,4,3,2.5,3,1,2,1,1,1,0,1,0,"3",5
"789",0,14,2.8,2,1.90909090909091,3.25,3.25,2.75,1.91666666666667,1,2,1,1,1,1,1,0,"4",8
"790",1,14,2.8,2.75,3.45454545454545,2.25,3,2.5,2.16666666666667,0,1,1,0,1,1,0,0,"2",7
"791",1,12,1.6,1.25,1.90909090909091,2.25,3.25,2.5,1.08333333333333,0,1,1,0,1,1,1,0,"2",4
"792",0,5,2.2,3,4.09090909090909,2.75,3.5,3,2,0,0,1,0,1,1,0,0,"2",4
"793",1,4,2.2,2.75,3.27272727272727,2.75,3,3,2.16666666666667,0,1,1,0,1,0,0,0,"3",5
"794",0,12,2.2,2.25,3.72727272727273,3.25,3,2.5,2.33333333333333,1,0,1,1,1,0,1,0,"3",7
"795",0,6,2.8,2.5,2.27272727272727,2.5,3.75,2.25,2.25,0,2,0,0,1,1,0,0,"1",5
"796",1,7,2.6,3.5,3.27272727272727,3,3.75,3.25,2.75,0,0,1,1,1,1,1,1,"3",6
"797",0,11,4,3,4,4,4,4,2.91666666666667,0,1,0,0,1,0,0,0,"3",8
"798",1,7,2.4,2.75,1.90909090909091,1.75,1.75,2,2.25,1,2,1,1,1,1,1,0,"4",2
"799",1,10,3.2,3.5,3.72727272727273,4,4,4,2.91666666666667,0,0,0,0,1,0,0,0,"3",8
"800",0,13,2.4,1.25,3.18181818181818,3.25,3,3.25,1.75,2,2,0,1,1,1,1,1,"3",5
"801",1,7,5,5,5,4,4,4,4.16666666666667,2,2,1,1,1,1,1,0,"2",2
"802",0,5,3,2.25,3.72727272727273,1.75,2.5,2,2.33333333333333,0,1,1,0,1,1,1,0,"4",6
"803",1,7,2.6,3,3.63636363636364,3.5,3.5,3.5,2.83333333333333,0,0,0,0,0,1,0,0,"1",7
"804",1,9,1.4,1,3.72727272727273,1.25,3.5,2.5,1.08333333333333,1,2,1,1,1,1,0,0,"4",5
"805",0,13,3.6,2.5,3.63636363636364,3.5,4,3.5,2.25,0,2,1,0,1,1,0,0,"2",6
"806",0,7,1.4,3,3.72727272727273,3,3.5,3.25,2,0,0,0,0,1,1,0,0,"1",4
"807",0,2,3,3,3.18181818181818,2.5,2.5,2.25,2.25,0,1,1,1,1,1,0,0,"2",3
"808",0,8,2.6,3.5,3.81818181818182,4,3.5,3.75,3,0,0,0,0,0,0,0,0,"3",9
"809",0,4,2,1.75,1.90909090909091,2.75,2.25,1.75,1.58333333333333,0,1,1,1,1,1,0,0,"2",3
"810",0,4,1.8,2.5,3,3.25,2.75,3.25,1.66666666666667,0,0,1,0,0,1,1,0,"3",3
"811",0,9,1.6,1.75,2,1,1,1,1.33333333333333,2,0,1,1,0,0,1,0,"4",2
"812",0,9,3.4,3,4.27272727272727,3.25,3.5,3.5,2.58333333333333,0,1,1,0,0,1,0,0,"1",7
"813",0,5,3.4,4.75,5.09090909090909,3.25,4,3.5,3.41666666666667,0,0,0,0,0,1,0,0,"1",9
"814",1,10,2.4,3.5,3.18181818181818,2.75,2.5,2.5,2.91666666666667,0,1,0,1,1,1,0,0,"1",3
"815",0,12,1.8,2.25,1.90909090909091,2.5,1.5,2.5,1.75,2,2,1,1,1,1,1,0,"4",2
"816",1,7,1.6,2.25,1.18181818181818,2.5,2.25,1.5,1.5,0,2,1,1,1,1,1,0,"4",3
"817",1,11,2.4,2.75,3.27272727272727,2.5,2.25,2,2.33333333333333,0,0,1,0,0,1,0,0,"1",4
"818",0,1,2.4,3.75,3.81818181818182,2.25,3.75,3.5,2.33333333333333,0,0,1,0,1,1,0,0,"2",5
"819",0,1,2,3.25,3.36363636363636,2.75,2.5,2.5,2.33333333333333,0,1,1,1,1,1,0,0,"2",3
"820",1,6,2,2.75,1.63636363636364,4,4,2.75,2.66666666666667,0,1,1,1,1,0,1,0,"3",5
"821",1,8,3,2.5,3.27272727272727,3.25,3.75,3.25,2.25,0,1,0,0,1,1,0,0,"1",2
"822",1,11,2.8,2.75,2,2.5,3.25,2,2.25,0,1,0,1,1,1,0,0,"1",5
"823",0,10,1,1.5,1.81818181818182,1.75,1.75,2,1.08333333333333,2,1,0,1,0,0,0,0,"4",5
"824",0,1,3,2.75,2.90909090909091,3.25,3.5,3.5,2.16666666666667,0,2,1,1,1,1,0,0,"2",1
"825",1,7,3,2.75,3.54545454545455,3.25,3.5,2.25,2.83333333333333,1,1,1,1,1,1,0,0,"2",2
"826",1,10,2.6,2,3.63636363636364,3.75,3.75,2.75,2.33333333333333,0,0,1,0,1,0,1,0,"3",5
"827",1,9,2.4,2.5,1.90909090909091,2.25,1.25,2.25,2.08333333333333,0,2,1,0,1,1,0,0,"2",4
"828",1,8,3,2.25,1,2,2.25,2.5,2.08333333333333,1,1,0,1,1,1,1,0,"4",5
"829",1,12,2,2.25,2.81818181818182,1.75,2,1.75,1.66666666666667,0,2,1,0,1,1,1,0,"2",8
"830",1,1,2.4,2.5,4.45454545454545,3,3.75,2.5,1.91666666666667,1,1,1,1,1,1,1,0,"4",2
"831",1,14,3.4,4.25,5.63636363636364,3.5,3.25,3,3.33333333333333,0,0,1,0,0,1,0,0,"1",9
"832",0,9,2.8,3,4.45454545454545,2.75,3.75,3,2.58333333333333,0,2,1,0,0,1,0,0,"3",5
"833",1,4,2.2,3,3.63636363636364,4,4,3.5,2.83333333333333,0,0,0,0,0,0,0,0,"3",3
"834",0,2,3.4,4.5,3.54545454545455,1.25,2.5,1.75,2.91666666666667,0,0,1,0,0,0,0,0,"3",2
"835",0,6,3.4,2.5,4,2.25,3.25,2.75,2,0,0,1,1,0,1,1,0,"1",6
"836",0,11,3,4,2.45454545454545,3.25,3.25,3.75,3.08333333333333,0,1,1,0,0,1,1,0,"3",4
"837",0,6,2,2.75,2.09090909090909,2.25,2.75,2.75,1.83333333333333,0,1,0,0,0,1,0,0,"1",9
"838",0,5,2.6,2.75,2.63636363636364,2.25,2.75,2.75,2.16666666666667,0,0,0,0,0,0,0,0,"3",4
"839",0,4,1.6,2.25,1.81818181818182,2.75,3.75,2.5,1.66666666666667,0,0,1,0,0,1,1,0,"3",3
"840",0,6,3.4,2.25,4,3.25,4,3.25,2,0,0,0,0,1,1,0,1,"3",3
"841",1,13,2.6,2,3.81818181818182,2.75,3.5,2.5,2.16666666666667,1,1,1,1,1,1,0,0,"2",6
"842",1,13,2.4,2.75,2.63636363636364,2.25,3,3,2.16666666666667,1,2,1,1,1,1,1,0,"4",9
"843",0,13,3.4,2.25,2.54545454545455,3.25,3.25,2,2.41666666666667,1,1,1,0,1,1,0,0,"2",3
"844",1,2,1,2.25,1.09090909090909,4,3.75,3.5,1.25,0,1,0,1,1,1,0,0,"1",1
"845",0,2,2.2,3.25,4.36363636363636,3.5,4,4,2.66666666666667,0,0,0,0,0,0,0,0,"1",11
"846",0,12,2.6,3.5,4,3.25,3.25,3,3.08333333333333,0,0,1,0,1,1,0,0,"2",1
"847",1,6,3.4,3.25,3,2.5,3,3,2.75,1,0,0,1,1,1,0,0,"1",2
"848",0,1,3.4,3,3.54545454545455,3,3,3,2.91666666666667,0,0,1,0,1,1,0,0,"2",1
"849",1,7,1.8,2.5,1.27272727272727,1,1.25,1.25,1.66666666666667,2,2,1,1,1,1,1,0,"4",4
"850",1,4,2,2.5,2.36363636363636,2.25,2.5,2,1.75,0,2,1,1,1,1,0,0,"2",4
"851",0,14,3.8,4,4.18181818181818,3.75,4,3.5,3.41666666666667,0,2,1,0,1,0,0,0,"3",8
"852",1,7,2.4,2.25,2.45454545454545,2.5,2.75,2.5,2.16666666666667,0,0,1,0,0,1,0,0,"1",3
"853",0,4,3,3,2.63636363636364,2.5,3.25,3.25,2.58333333333333,0,0,0,0,1,1,0,0,"1",4
"854",1,11,2.6,3,3.45454545454545,3.25,3,2.25,2.41666666666667,0,2,1,0,1,1,1,0,"2",9
"855",1,6,2.4,2.5,3.36363636363636,3.25,3,3.5,2.16666666666667,0,1,1,0,1,1,1,0,"2",4
"856",0,6,3,4.5,3.72727272727273,3.25,4,4,2.83333333333333,0,0,0,0,1,1,0,0,"1",7
"857",1,9,2.2,2.5,3.09090909090909,2.75,3.75,2.25,2,0,1,1,1,1,1,0,0,"2",2
"858",1,11,2,2.5,2.36363636363636,3.5,2.75,3.25,1.83333333333333,0,1,1,0,1,1,1,0,"2",6
"859",0,13,4,2.75,3.18181818181818,2.25,3.75,3.25,2.83333333333333,0,0,1,0,1,1,1,1,"3",4
"860",0,1,3.4,2.25,2.45454545454545,2,3.5,2.25,2.08333333333333,0,2,1,1,1,1,1,0,"4",2
"861",0,9,2.2,1.5,2.09090909090909,3,4,2.75,1.75,1,1,1,1,1,1,0,0,"2",3
"862",1,14,2,2,2.90909090909091,2.5,3.5,2.25,1.83333333333333,2,2,1,1,1,1,1,0,"4",6
"863",0,12,2.8,2.25,3.27272727272727,2.25,3.25,3,2.08333333333333,0,1,0,0,1,1,0,0,"1",6
"864",1,11,1,1,1.54545454545455,2.25,3,2.25,0.833333333333333,2,2,1,1,1,1,1,0,"4",3
"865",0,5,4.4,3.25,3.63636363636364,3.25,4,4,3.16666666666667,0,0,0,0,0,1,0,0,"1",10
"866",0,14,2.6,3.25,2.90909090909091,3.5,2.75,3.5,2.41666666666667,0,1,0,0,0,0,1,0,"3",8
"867",1,5,2.2,2.75,3.45454545454545,4,3.25,2.75,2.33333333333333,0,1,1,1,0,0,0,0,"3",4
"868",0,8,1.8,2.5,2.54545454545455,2.75,2.5,2.75,1.91666666666667,0,0,0,1,1,0,1,0,"3",2
"869",1,14,3.6,4.25,4.72727272727273,4,3.75,3.5,3.58333333333333,0,1,1,0,1,0,1,0,"3",10
"870",1,10,2,2.25,2.54545454545455,2.75,1.75,2.75,1.83333333333333,0,2,1,1,1,1,0,0,"2",2
"871",0,4,2.2,2.75,3.09090909090909,3,3.5,4,2.16666666666667,1,0,1,0,1,1,0,1,"3",5
"872",1,9,2.8,3,4,3,2.75,3,2.41666666666667,1,1,1,1,1,1,1,0,"4",5
"873",1,5,1,2.25,1.45454545454545,2.5,4,4,1.25,0,0,0,0,1,1,1,0,"1",8
"874",0,4,2.6,3.75,3.18181818181818,3,3,2.5,2.75,1,2,1,0,1,0,0,1,"3",2
"875",0,12,2.4,2,3,1.75,3.5,1.5,1.83333333333333,0,2,0,0,1,0,0,0,"3",7
"876",0,9,2.4,1.25,2.36363636363636,3,2.75,2.75,1.66666666666667,0,0,1,0,1,1,0,0,"2",4
"877",0,8,2.6,2.5,3.27272727272727,3.25,3.5,3,2.25,0,1,1,0,1,1,0,0,"2",4
"878",0,5,2.4,1.25,3.72727272727273,4,3.25,3.75,1.5,0,0,1,0,0,0,0,0,"3",4
"879",0,8,2.6,2.5,2,2,3.25,3.25,2.41666666666667,0,0,0,1,1,0,0,0,"3",3
"880",0,9,2.2,2.5,2.27272727272727,2.25,1.75,2.25,1.66666666666667,0,2,0,1,1,1,1,0,"4",7
"881",1,14,3,3.5,2.72727272727273,3.25,3.75,3.75,2.91666666666667,0,0,1,0,1,1,0,0,"2",7
"882",1,11,1.6,2,2.36363636363636,2.5,3.25,2,1.66666666666667,2,2,1,1,1,1,1,0,"4",8
"883",1,1,2.4,2.75,2.54545454545455,2.75,3.25,3.25,1.83333333333333,0,1,0,0,1,1,0,0,"1",2
"884",1,8,2.6,2.5,3.18181818181818,3.25,3.5,3.25,2.33333333333333,0,0,1,0,1,1,0,0,"2",2
"885",1,3,1.6,2,1.90909090909091,2.75,2.5,2.5,1.5,1,0,1,1,1,1,1,0,"4",2
"886",1,6,3,2.25,2.72727272727273,3.25,3.5,3.5,2,0,0,1,0,1,1,0,0,"2",5
"887",1,5,2.4,2.25,3.18181818181818,2.5,3,3.25,2,0,1,0,1,0,1,0,0,"1",7
"888",0,5,2,3,3.09090909090909,3.25,4,4,2.25,0,1,1,1,1,1,0,0,"2",6
"889",1,12,1.6,3.5,3.54545454545455,3.25,3.25,3.25,2.16666666666667,0,1,1,0,0,1,0,0,"1",6
"890",1,13,3,2.25,1,2.5,4,2.75,2.08333333333333,1,1,1,1,1,1,1,0,"4",3
"891",1,8,2.8,3.5,1.18181818181818,1.75,4,3.25,2.66666666666667,0,0,0,0,1,0,1,0,"3",3
"892",1,5,3.4,4,2.18181818181818,3.25,3.25,3.25,2.83333333333333,0,0,1,0,0,1,0,1,"3",3
"893",1,13,2.6,2.25,1.81818181818182,3.25,2.75,2.5,1.91666666666667,0,1,1,0,1,1,0,0,"2",2
"894",0,4,1.4,2,3.63636363636364,4,3.75,1.75,1.75,2,0,1,1,1,0,1,0,"4",5
"895",0,9,2.4,3.25,3.09090909090909,2.5,2,3,2.41666666666667,0,1,1,0,1,0,0,0,"3",4
"896",0,1,3,3,3,2,2,2,2.5,0,1,1,0,0,1,0,0,"3",1
"897",1,14,2,2.5,2.18181818181818,2.5,3.25,2.5,1.75,2,0,1,1,1,1,1,0,"4",1
"898",0,8,3,2.5,3.27272727272727,2.25,3.25,2.75,2.16666666666667,0,0,1,0,1,1,1,0,"2",4
"899",1,9,2.6,2.5,3.27272727272727,2.5,3.5,2.75,2,1,2,1,0,1,1,0,0,"2",6
"900",0,10,2.2,3.5,4.18181818181818,3.25,3.5,4,2.33333333333333,0,1,0,0,1,1,0,0,"1",5
"901",1,5,2.6,2.5,3.18181818181818,3.75,3.75,3.75,2.5,0,2,1,1,1,1,1,0,"4",8
"902",1,14,3.2,3.5,4.27272727272727,2.75,3.25,3.25,2.83333333333333,0,2,1,0,1,1,0,1,"3",10
"903",0,5,3.6,3.5,3.54545454545455,2.75,3.25,2.5,2.83333333333333,0,1,1,1,1,1,1,0,"4",4
"904",0,6,3.2,2.75,4.27272727272727,2.25,3.5,2.25,2.33333333333333,0,2,1,1,1,1,1,0,"4",7
"905",1,11,1.6,1.5,1.72727272727273,1.25,2.75,1.75,1.41666666666667,2,2,1,1,1,1,1,0,"4",2
"906",0,9,2.4,2.25,2.09090909090909,2.25,4,2.75,1.83333333333333,0,1,1,0,0,1,1,0,"3",6
"907",1,5,2.6,3.25,3.54545454545455,1.75,2.75,3.5,2.58333333333333,0,0,0,0,0,0,0,0,"1",8
"908",0,6,3.2,3.5,3.54545454545455,2,3.25,2.5,2.91666666666667,1,1,0,1,1,0,1,0,"3",5
"909",1,10,3.8,3.25,2,1.75,2.5,1.75,2.91666666666667,0,1,1,1,0,1,0,0,"1",3
"910",0,7,2,2.25,2,2.5,2.75,3,1.66666666666667,0,1,0,0,1,0,0,0,"3",8
"911",0,6,1.6,2.25,3.09090909090909,2.5,2.75,3,1.83333333333333,0,1,1,0,1,1,0,0,"2",3
"912",0,10,2.4,2.25,3.18181818181818,3.75,4,3.25,2.25,0,1,1,1,0,0,1,1,"3",4
"913",1,10,1.8,2.5,1.90909090909091,2.5,1.5,1.75,1.83333333333333,1,1,1,0,1,1,1,0,"2",3
"914",0,5,3,3.5,2.54545454545455,2.75,3,3.5,2.25,0,1,0,0,0,1,0,0,"1",3
"915",0,2,3.2,3,3.36363636363636,2.5,2.5,2.75,2.83333333333333,1,0,0,0,0,0,0,0,"1",2
"916",1,14,3.2,1.25,1.45454545454545,2,3.25,2.75,1.5,1,2,1,0,1,1,1,0,"2",4
"917",1,6,3.4,2.5,3.09090909090909,2.25,2.25,2.75,2.58333333333333,2,2,1,1,1,1,1,0,"4",3
"918",1,4,2.8,3,3,2.5,4,3.5,2.33333333333333,0,1,1,0,0,1,0,0,"1",4
"919",1,9,2.2,1.75,1,2.75,2.75,3,1.58333333333333,2,2,1,1,1,1,1,0,"4",10
"920",0,5,1.6,3.25,2.54545454545455,2,3.75,3,2.08333333333333,0,0,0,0,0,1,0,0,"1",2
"921",1,1,3,2.75,2.72727272727273,3.25,3,2.75,2.66666666666667,0,2,1,0,0,1,1,0,"3",11
"922",1,12,1.4,1.75,2.09090909090909,1.75,1.5,1.75,1.33333333333333,2,2,1,1,1,1,1,0,"4",3
"923",1,13,2.8,3.25,4.27272727272727,4,3,3.75,2.83333333333333,0,2,1,0,0,0,1,0,"3",8
"924",0,3,4,2.75,4,2.25,2.25,1.75,2.5,0,1,0,0,0,0,0,0,"1",2
"925",0,12,3,2,3.45454545454545,2.25,3.5,2,2.25,1,2,1,1,1,1,1,0,"4",3
"926",0,12,2.6,2.5,3.63636363636364,4,2.75,2.75,2.5,1,1,1,1,0,0,0,0,"3",7
"927",1,4,3,2.75,2.36363636363636,2.25,3.75,3.25,2.33333333333333,0,1,0,0,1,0,0,0,"3",2
"928",0,10,3,2.75,3.45454545454545,2.25,2.75,2.25,2.5,0,0,1,0,1,1,0,0,"2",6
"929",1,14,2.8,2.75,3.72727272727273,2.75,3,2,2.58333333333333,0,2,1,1,1,1,1,0,"4",8
"930",0,11,3.6,3.5,4.27272727272727,3.25,4,3.75,3,0,0,0,0,0,0,0,0,"3",8
"931",1,8,2.8,2.25,3.54545454545455,3,4,3,1.83333333333333,0,0,1,0,1,1,0,1,"3",6
"932",1,9,2.8,1.25,2.63636363636364,3.25,2,2.25,1.83333333333333,0,0,1,0,1,1,1,0,"2",5
"933",0,4,3,2.75,2.36363636363636,2.25,2.75,3.25,2.58333333333333,0,1,1,0,1,1,1,0,"2",7
"934",0,2,1.8,2.5,3.09090909090909,2.5,3.5,3.25,1.83333333333333,0,2,1,0,1,1,0,1,"3",2
"935",1,11,3,2.75,3.09090909090909,2,2.75,1.75,2.33333333333333,0,2,0,0,1,1,1,0,"2",7
"936",0,1,1.2,2.25,3.36363636363636,2.5,4,3.25,1.5,0,0,1,0,1,1,0,0,"2",2
