"caseID","q1","q2r1","q2r2","q2r3","q2r4","q2r5","q2r6","q2r7","q2r8","q2r9","q2r10","q4r1","q4r2","q4r3","q4r4","q4r5","q4r6","q4r7","q4r8","q4r9","q4r10","q4r11","q5r1","q11","q12","q13r1","q13r2","q13r3","q13r4","q13r5","q13r6","q13r7","q13r8","q13r9","q13r10","q13r11","q13r12","q24r1","q24r2","q24r3","q24r4","q24r5","q24r6","q24r7","q24r8","q24r9","q24r10","q24r11","q24r12","q25r1","q25r2","q25r3","q25r4","q25r5","q25r6","q25r7","q25r8","q25r9","q25r10","q25r11","q25r12","q26r18","q26r3","q26r4","q26r5","q26r6","q26r7","q26r8","q26r9","q26r10","q26r11","q26r12","q26r13","q26r14","q26r15","q26r16","q26r17","q48","q49","q50r1","q50r2","q50r3","q50r4","q50r5","q54","q55","q56","q57"
144,4,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,NA,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,0,1,0,0,0,1,2,14,2
1900,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,4,5,1,3,4,1,4,2,4,4,3,4,4,1,2,1,1,5,3,2,1,2,5,1,1,2,2,2,3,2,3,6,1,3,2,2,2,2,2,2,2,3,2,2,3,2,2,5,3,2,4,2,3,2,4,1,0,1,1,1,1,2,2,14,2
1877,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,5,1,4,4,3,4,1,4,4,4,1,2,4,1,2,2,1,2,2,1,1,1,1,1,1,1,3,2,1,3,5,1,1,2,1,1,1,4,1,6,6,6,3,3,3,4,4,3,5,4,1,5,2,6,1,0,0,0,1,1,1,2,12,2
1413,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,4,3,2,4,4,1,4,1,4,4,3,2,2,1,5,1,4,5,4,2,2,1,5,2,2,1,2,4,2,2,2,6,2,2,2,1,1,2,2,2,5,3,4,2,3,4,4,2,2,3,4,2,3,3,4,1,0,1,1,0,0,1,2,12,2
622,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,NA,3,3,1,1,1,2,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,3,1,3,1,1,1,1,4,3,0,0,1,0,0,1,1,9,1
251,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2,5,4,4,4,4,4,2,3,4,2,4,3,4,3,3,6,2,2,4,3,3,3,3,5,3,3,3,2,3,3,4,2,3,3,1,2,3,4,2,3,3,5,4,4,3,3,4,4,3,5,2,4,3,2,1,0,0,1,0,0,1,2,12,1
966,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,6,1,4,4,4,4,3,4,4,2,4,4,1,3,4,4,3,3,3,4,3,2,3,3,4,3,4,3,4,3,5,2,3,4,6,5,4,5,1,6,3,3,5,4,5,4,5,4,3,4,4,3,3,3,4,0,0,0,0,1,1,2,2,1
1445,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,3,4,1,4,4,2,4,3,3,4,4,4,3,4,4,2,2,5,5,4,3,2,5,3,5,3,4,4,3,3,4,5,2,5,5,3,3,4,5,4,5,4,3,5,4,2,3,4,4,3,4,3,4,3,4,1,0,0,0,0,1,1,2,9,1
91,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,1,2,1,2,1,1,2,4,1,4,4,3,2,2,2,2,2,1,2,2,6,2,3,2,1,1,2,1,3,6,2,2,1,1,2,6,2,3,2,3,2,2,3,2,1,2,2,2,2,2,3,3,4,2,1,0,0,0,0,1,2,6,1
1738,9,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,4,5,1,3,2,2,4,1,4,4,4,1,4,4,5,2,2,4,3,2,3,3,4,3,3,3,4,3,4,3,3,5,3,4,4,2,2,4,5,3,5,4,4,4,5,3,2,3,3,4,5,3,5,3,3,1,0,0,0,0,1,1,2,9,1
293,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,5,4,4,1,2,1,3,4,1,3,1,2,1,4,4,2,1,4,2,3,3,2,4,4,2,3,3,2,2,3,2,2,2,2,2,2,4,2,5,2,3,2,3,3,3,3,3,3,2,2,4,2,3,3,3,2,1,0,0,0,0,1,1,4,1
904,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,2,4,1,2,4,2,1,1,2,2,1,2,2,2,5,5,2,1,3,1,1,4,2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,4,4,0,0,0,0,1,1,2,13,2
1257,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,4,5,1,1,4,4,4,2,4,1,4,1,2,1,5,1,1,1,6,1,1,1,2,4,2,1,3,4,3,1,3,6,1,2,1,1,1,5,4,3,5,5,5,4,5,1,4,6,1,4,4,1,6,2,6,1,0,0,0,0,1,1,2,14,NA
1136,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,3,6,1,4,3,2,4,3,4,4,3,4,4,4,3,1,3,4,6,3,5,3,5,4,4,3,2,5,3,4,5,6,4,3,4,2,3,1,4,5,4,3,1,4,3,5,4,5,4,2,3,1,2,2,6,1,1,0,0,0,0,2,2,6,1
1612,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,4,4,1,1,4,1,4,2,4,4,4,1,4,1,1,1,1,6,2,1,1,1,6,1,3,1,2,2,1,1,1,5,1,2,1,1,1,1,1,2,1,2,1,1,4,3,2,3,4,5,1,1,1,1,4,1,0,1,0,0,0,1,2,14,1
291,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,6,1,4,4,3,4,1,4,4,4,3,4,3,5,2,2,5,3,1,3,2,5,4,3,3,3,4,2,3,3,6,3,3,2,4,4,4,5,2,5,5,5,6,6,3,5,6,6,3,6,4,6,4,6,4,1,0,0,0,0,6,2,8,1
2314,2,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,1,0,0,1,2,2,2
715,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,4,4,1,1,4,1,2,1,3,3,3,2,1,2,6,3,1,3,3,3,4,3,3,2,2,1,2,1,3,2,2,2,2,2,2,1,1,2,2,2,3,3,3,2,3,1,2,5,2,2,2,3,1,2,4,2,1,0,0,0,0,3,2,11,2
1989,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,5,5,1,4,4,4,2,1,4,4,4,3,4,2,3,1,5,3,3,1,2,2,4,3,3,3,2,4,2,1,6,6,1,5,5,2,3,4,5,2,5,5,4,5,5,1,3,6,4,6,3,2,3,4,1,2,1,0,0,0,0,1,2,7,2
998,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,0,0,0,0,1,2,1,2
974,4,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,3,4,1,2,2,2,1,3,1,3,2,2,2,3,1,3,4,2,2,1,2,2,3,3,2,3,3,3,2,3,2,2,1,1,2,3,2,3,3,2,1,2,3,1,2,3,3,2,2,2,2,1,1,2,4,2,0,1,0,0,0,2,1,9,2
970,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,5,1,3,4,4,4,2,4,4,2,4,4,4,6,2,2,3,2,1,2,2,3,2,5,2,5,5,4,4,2,4,3,3,2,3,5,5,4,1,3,2,2,4,4,3,5,3,3,6,4,3,1,4,2,4,0,0,0,0,1,1,2,12,1
1963,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,5,1,4,4,2,4,3,4,4,4,4,3,2,3,2,2,3,5,4,2,2,5,2,2,1,4,4,2,2,4,6,2,4,2,3,4,2,4,2,3,5,5,5,6,2,2,4,6,5,5,5,3,5,4,1,0,0,1,0,0,1,2,14,1
2110,9,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,4,4,4,4,4,1,1,4,4,4,4,1,4,4,4,1,1,5,1,1,1,1,6,1,1,1,1,5,1,1,1,6,1,2,1,3,1,5,3,2,1,3,1,4,1,3,1,6,2,1,3,1,2,1,4,2,1,0,0,0,0,1,2,8,2
1600,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,4,5,2,4,4,3,4,3,4,4,4,3,4,2,4,1,4,1,4,3,2,1,6,1,1,2,1,4,2,2,2,5,2,4,3,3,5,4,3,2,4,2,2,3,4,2,3,6,3,6,6,2,5,2,4,1,1,0,0,0,0,1,2,10,2
242,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,4,5,1,3,3,1,3,1,1,3,3,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,0,1,0,0,0,1,2,9,2
615,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,3,1,3,4,2,4,3,4,4,3,3,3,4,3,1,1,4,3,2,1,1,5,1,1,1,3,3,4,4,3,5,4,4,2,2,4,4,3,2,3,4,3,5,5,3,5,6,4,5,4,2,4,4,5,2,1,0,0,0,0,1,2,9,1
1817,10,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,3,4,4,4,4,4,2,4,4,4,4,4,4,3,4,6,3,5,3,4,2,4,3,5,4,3,3,3,3,3,5,2,4,3,3,3,5,3,5,5,4,5,2,6,4,3,5,2,5,5,3,3,6,5,1,0,0,0,0,1,1,2,14,2
2142,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,4,5,1,1,4,2,2,1,4,3,3,2,4,2,3,1,2,6,1,2,1,1,5,1,3,2,3,3,4,4,2,5,1,2,3,2,2,2,4,2,3,2,3,3,3,3,5,6,2,3,5,2,2,4,3,3,1,0,0,0,0,1,2,1,2
1823,11,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4,5,4,4,4,2,4,1,4,4,4,4,1,1,3,2,6,3,5,1,1,2,5,2,2,1,2,2,2,2,3,5,2,2,3,2,2,3,2,6,5,6,6,2,6,6,5,5,5,6,3,2,5,3,5,1,0,0,0,0,1,1,1,14,2
1085,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,3,4,1,2,3,4,4,2,4,4,4,2,4,3,4,1,1,4,2,3,1,2,5,2,1,1,1,2,1,1,1,4,1,3,1,2,1,4,1,2,3,2,3,2,1,3,1,2,1,1,1,1,1,1,2,1,0,1,0,0,0,1,2,3,2
1966,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,3,3,1,1,4,1,4,2,4,4,2,4,4,1,2,2,1,1,1,1,1,1,6,1,1,1,3,3,3,3,2,6,1,4,3,3,3,3,1,2,3,3,4,3,3,2,4,4,2,3,3,2,4,1,3,2,1,0,0,0,0,6,1,3,2
1155,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,3,5,1,4,4,2,4,2,4,4,4,4,4,4,4,2,3,3,4,3,3,3,2,1,3,2,2,2,3,3,2,3,2,2,2,2,3,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,4,0,1,0,0,0,1,2,8,2
73,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,3,1,1,2,4,4,1,1,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,2,2,2,2,5,5,2,2,2,2,2,4,4,3,4,3,4,3,4,4,4,5,4,3,5,3,5,4,2,2,0,0,1,0,0,1,2,5,2
798,5,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,2,3,3,4,2,4,1,1,2,1,1,1,3,3,2,4,2,3,2,3,4,2,5,3,3,3,3,3,2,2,2,3,2,1,2,2,2,3,2,2,3,2,2,3,3,2,3,1,1,3,2,1,3,3,5,1,0,1,0,0,0,1,2,8,2
639,3,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,1,1,2,3,3,1,3,3,1,3,3,3,3,2,2,1,2,2,2,2,1,2,2,3,3,2,2,2,3,3,3,4,2,3,3,2,2,2,2,3,3,2,3,2,2,4,3,3,2,2,3,3,5,2,1,0,0,0,0,1,2,11,2
595,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,3,2,1,1,1,3,1,1,3,3,1,1,3,3,4,3,2,2,2,2,4,2,2,2,2,2,3,1,1,1,3,3,1,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,0,0,0,0,3,2,8,2
663,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,NA,4,5,1,4,4,4,4,2,4,4,1,2,4,4,4,1,1,4,1,2,1,3,2,1,2,1,2,2,2,3,1,5,2,1,2,1,1,3,4,1,4,2,3,4,3,4,3,4,3,4,4,3,4,5,6,2,1,0,0,0,0,1,2,7,1
723,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,2,1,4,4,4,4,1,1,4,1,1,4,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,3,1,3,3,2,2,1,2,1,3,1,2,2,2,1,2,2,3,0,0,0,1,0,1,2,4,2
297,3,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,0,0,0,1,2,1,2
732,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,3,1,1,2,4,4,1,3,4,1,1,3,1,1,1,1,5,1,1,4,6,3,1,1,1,2,1,1,1,1,6,4,1,1,1,6,6,1,1,1,1,6,1,5,1,1,5,5,1,1,1,1,1,4,2,1,0,0,0,0,6,1,9,1
2177,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,4,6,1,3,4,1,3,1,4,3,2,3,4,3,3,1,1,5,2,1,1,1,6,1,1,2,3,1,2,2,2,5,3,2,1,2,3,4,3,2,3,3,4,3,1,2,1,6,3,1,3,1,2,2,2,1,1,0,0,0,0,6,1,5,2
1284,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,4,3,1,3,3,4,2,3,2,3,3,4,4,2,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,0,0,0,0,3,2,4,NA
2169,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,4,3,1,1,3,2,2,1,4,3,2,2,2,2,3,1,1,4,2,1,1,2,5,1,2,2,3,3,1,1,2,3,1,2,3,3,4,4,3,1,3,2,5,3,2,4,2,6,2,5,2,3,2,1,3,2,1,0,0,0,0,1,1,6,2
886,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,3,3,1,1,2,2,3,1,3,2,2,3,3,2,5,3,3,2,2,4,2,2,2,3,3,2,2,2,2,1,2,6,2,1,1,1,1,2,3,3,2,3,3,3,4,2,4,2,3,3,2,2,2,2,5,2,1,0,0,0,0,1,2,11,2
705,5,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,5,1,1,3,3,4,1,2,4,1,2,2,1,3,1,2,2,3,2,4,2,1,1,1,1,1,2,2,3,2,1,1,1,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,6,1,0,0,1,0,0,4,2,5,2
288,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,3,5,1,3,4,2,4,2,4,4,4,2,3,1,2,1,2,3,1,1,1,1,2,1,1,3,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,2,2,2,3,2,1,0,1,0,0,0,1,2,6,1
598,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2,1,4,4,2,2,1,4,4,2,4,2,1,3,1,1,1,1,2,1,2,2,2,1,3,1,2,2,1,2,2,2,3,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,3,1,0,0,0,0,1,2,5,2
1186,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,1,0,0,0,0,2,1,9,2
1503,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,3,5,1,4,4,4,4,2,4,4,3,1,4,2,3,3,2,4,4,1,4,2,4,1,4,2,3,3,2,3,1,3,1,1,3,1,1,2,4,1,1,3,1,4,4,1,4,6,4,6,1,3,1,3,3,3,1,0,0,0,0,1,2,11,1
184,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,2,6,1,4,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,5,3,3,4,2,5,4,3,5,5,4,5,4,3,6,5,4,4,3,5,2,3,3,4,5,5,5,5,3,5,5,5,3,5,5,3,1,1,0,0,0,0,1,2,4,1
666,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,2,4,1,1,1,4,2,1,2,3,1,3,3,2,2,2,1,1,1,2,2,2,3,2,3,2,2,3,2,3,1,4,1,1,2,4,3,3,2,1,2,3,4,3,3,1,3,4,2,1,4,4,3,2,3,2,1,0,0,0,0,1,1,7,2
1139,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,3,1,1,4,3,4,4,2,4,4,4,4,4,4,1,1,1,6,3,1,1,1,6,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,6,6,3,1,1,1,1,4,1,0,1,0,0,0,1,2,7,1
38,6,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,3,4,4,4,4,3,4,2,4,4,4,2,4,4,6,3,6,2,2,2,3,4,3,3,5,3,4,3,4,3,3,5,2,5,3,2,2,3,3,2,2,4,6,3,4,4,4,4,4,3,2,3,3,5,4,1,0,1,0,0,0,1,2,12,1
1723,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,3,4,1,4,2,1,4,1,4,4,4,3,3,1,5,1,2,6,3,1,2,1,6,2,3,2,2,1,2,1,1,5,1,2,1,1,1,2,3,2,1,5,4,3,4,3,5,3,2,4,3,1,2,2,4,4,0,0,0,1,0,1,2,6,2
131,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,3,1,2,3,4,4,1,3,4,2,1,4,4,4,3,4,2,1,3,1,3,3,2,3,1,3,2,2,2,4,2,2,3,2,2,2,2,3,1,4,2,4,3,1,3,1,2,4,5,2,2,1,2,4,2,1,0,0,0,0,1,2,1,2
929,6,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,3,2,1,4,4,2,4,2,4,4,2,4,3,3,4,1,1,5,1,4,2,1,6,2,3,1,3,3,3,2,2,6,2,4,2,3,2,3,2,1,4,2,2,1,5,4,4,2,3,4,4,2,5,3,3,1,0,0,0,1,0,1,2,11,1
1133,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,6,NA,1,4,4,4,4,2,4,4,4,4,4,4,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,1,0,0,0,0,1,2,1,1
1050,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,NA,1,2,1,2,3,2,4,1,2,1,4,4,3,2,1,1,2,3,1,3,2,1,3,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,4,3,1,0,0,0,0,6,1,2,1
2384,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,4,1,1,1,1,2,1,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0,0,1,0,0,2,2,6,2
1480,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,6,1,1,4,2,4,2,4,4,3,3,1,3,4,1,1,3,2,1,1,3,3,1,2,1,3,2,3,3,3,4,3,3,4,1,2,2,4,2,3,4,3,4,4,3,3,2,5,3,3,3,3,3,4,4,0,0,0,1,0,1,2,12,1
1961,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,4,1,4,4,1,2,1,4,4,4,4,4,2,5,2,3,2,5,1,2,2,3,1,4,2,3,2,2,2,2,5,3,3,3,2,2,3,3,3,5,3,5,5,3,2,2,2,3,5,5,2,2,2,4,4,0,0,1,0,0,1,2,11,1
259,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,6,1,4,2,4,4,1,4,4,1,1,4,2,6,1,1,6,1,3,1,1,3,3,1,1,3,6,1,2,3,4,1,3,3,3,3,3,1,2,5,5,6,2,6,2,6,5,5,4,3,1,2,1,2,2,0,0,1,0,0,1,2,7,2
742,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,4,3,1,1,4,1,1,1,4,3,4,4,4,1,3,2,4,3,3,4,3,4,4,2,1,5,4,5,6,3,4,4,5,2,1,3,3,3,4,3,2,4,3,1,3,6,2,4,4,4,6,3,2,6,4,1,0,0,1,0,0,6,1,5,2
677,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,3,6,1,4,4,1,4,1,4,4,2,4,4,1,2,2,2,3,3,2,4,2,4,2,2,2,4,3,3,4,4,5,2,4,2,2,4,3,3,3,4,4,3,4,3,3,3,2,4,3,4,3,4,3,2,1,0,0,0,1,0,1,2,5,1
612,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,3,6,1,2,4,4,4,2,4,4,4,4,4,3,3,1,1,3,3,3,2,2,5,3,5,2,2,2,3,1,5,5,1,5,3,1,4,3,6,1,2,3,6,6,5,2,5,2,3,4,3,2,3,3,3,1,0,1,1,0,0,1,2,12,1
2369,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,3,1,4,4,1,4,2,4,4,4,4,4,3,3,3,3,3,4,4,2,4,5,4,2,3,1,3,4,2,5,3,5,6,2,2,4,1,2,2,1,3,6,2,5,2,4,5,1,3,1,6,3,4,1,3,0,0,1,0,0,6,1,4,1
1624,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,4,6,1,4,4,2,4,2,4,4,4,2,4,4,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,4,1,3,1,1,3,4,1,1,6,3,1,1,1,6,1,2,1,1,0,0,0,0,1,2,13,2
633,2,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,3,6,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,2,1,6,1,1,1,1,1,4,3,1,1,1,1,4,1,2,1,1,1,4,4,1,1,1,3,2,1,0,0,0,0,1,2,5,1
701,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3,5,1,4,4,4,4,1,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,2,1,0,0,0,0,3,2,1,2
1468,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,5,1,1,4,3,4,1,4,4,4,1,1,4,5,2,1,4,4,3,2,2,6,2,3,3,1,1,2,1,1,6,1,2,3,1,3,2,3,3,3,2,3,4,4,2,3,6,4,5,4,3,3,4,4,1,1,0,0,0,0,1,2,12,1
473,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,6,NA,1,4,4,4,4,2,4,4,4,4,4,4,3,2,1,3,4,3,3,2,5,3,3,3,2,3,4,2,3,4,2,3,2,2,2,4,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,4,3,4,0,0,0,0,1,1,2,5,1
1423,6,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,4,5,1,2,4,2,3,1,4,3,4,2,2,1,2,1,1,3,6,1,1,1,2,1,1,2,1,2,1,1,3,5,1,3,2,2,1,1,1,1,4,4,1,2,5,1,2,2,4,2,2,1,2,2,4,1,0,1,1,0,0,1,2,14,2
524,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,5,1,4,4,4,4,1,2,4,1,4,4,4,3,2,3,3,5,1,2,1,3,2,2,1,2,3,2,1,3,5,1,2,1,2,2,2,4,1,2,3,2,5,5,6,4,6,4,6,6,3,2,5,6,4,0,0,0,0,1,1,2,8,1
1271,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,1,1,6,4,1,1,1,6,2,6,4,3,1,1,1,1,6,1,5,3,2,1,6,6,1,3,1,6,6,6,6,6,6,6,6,6,6,6,3,4,4,1,0,0,0,0,2,2,10,NA
