CaseID,q1,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q4r10,q4r11,q56,q57,TechAttitudeMean,TechUseSocialMean,ShoppingAttitudeMean,SocialWebMean,RadioWebMean,VideoWebMean,LeaderMean,Clusters
546,2,1,0,0,0,1,1,0,0,0,0,0,6,1,2.4,2.5,3.3,2.25,3,3.25,2.083333333,3
2370,2,1,1,1,1,0,1,1,1,0,0,0,6,1,2.2,2.5,1,2.75,3.5,3.5,2,4
2279,4,1,0,0,0,1,0,1,0,0,0,0,11,1,3,2.5,3.3,3.5,3.25,2.25,2.416666667,1
1935,2,1,0,1,1,1,1,0,0,1,0,0,1,2,1.2,2.25,2.9,2.5,3.75,2.75,1.416666667,7
764,9,0,0,0,0,1,1,0,1,1,0,0,3,1,2.4,2.5,2.5,1.25,2.25,1.75,2,2
1045,2,1,0,0,0,1,1,0,0,1,1,0,10,1,2.6,2.75,2.8,2,3,2.25,1.916666667,6
1681,6,1,1,1,1,1,1,1,1,1,0,0,13,1,2.6,3,3.3,2.25,3.5,2.75,2.083333333,4
317,2,1,0,1,1,1,1,0,1,1,0,0,4,1,3.2,2.25,2.4,2,2.25,2,2.25,7
762,7,0,0,0,0,0,0,1,0,0,1,0,12,1,2.4,3.75,3.9,4,3,3.25,3.166666667,6
1919,5,1,0,1,0,1,1,0,0,0,1,0,8,1,3,3,3.2,3.25,3,3.25,2.416666667,6
118,4,0,0,0,0,1,1,1,0,0,1,0,6,2,2.2,2.75,2.2,1.5,3,3,2.083333333,6
179,3,0,1,1,1,1,0,0,1,0,0,0,12,2,3,2.75,3.5,1.75,1.75,1.5,2.416666667,7
2226,3,1,1,1,1,1,1,1,1,1,0,0,11,1,1,1,1.5,1,1,1,0.833333333,4
1266,8,1,0,0,0,0,1,1,1,1,1,0,13,2,2.8,1.5,3.9,1.75,3.25,2,1.75,6
2166,3,1,1,1,1,1,1,1,0,1,0,0,7,2,2.2,3.5,2,1.5,1.25,1.75,2,4
2011,11,1,1,1,1,1,1,1,1,1,0,0,6,2,3.2,2.25,2.7,2.75,3,3,2,4
1894,9,1,0,0,0,0,0,0,0,0,0,0,7,2,3.2,2.25,3.9,4,3,3.5,2.75,1
1866,7,1,0,1,0,1,0,1,1,1,0,0,8,2,2.2,2,3.9,3.5,3.75,2.5,2.083333333,6
276,2,0,0,0,0,1,1,0,0,0,0,0,3,1,1.8,3.5,3.6,3,4,3.25,2.083333333,5
2129,5,1,0,1,0,1,1,0,1,0,0,0,10,2,2.4,2.75,3,3.5,3.5,3.25,2,3
1997,5,1,0,0,0,1,1,0,0,0,1,0,5,2,3.2,2.25,4.7,3.25,3.25,2.75,2.25,6
735,2,1,1,1,1,1,1,1,1,1,0,0,14,2,2.2,2.25,1,2.75,1.75,2.5,1.75,4
1538,5,1,0,0,0,1,1,0,0,0,0,0,9,2,3.2,3,3.6,2.25,4,3,2.666666667,3
51,1,0,0,0,0,0,1,1,0,0,0,0,14,1,1,1,1,2.5,3.25,3.25,0.833333333,2
2097,2,1,0,1,1,1,1,1,0,1,0,0,4,2,3,2.25,2,2.5,1.75,2.25,2.083333333,7
177,3,0,0,0,0,0,1,0,0,0,0,0,6,1,2.2,3.75,3.6,3,3.75,3.25,2.833333333,1
739,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3.5,3.6,3,4,3.5,2.416666667,1
601,2,1,0,1,0,1,1,0,0,0,0,0,5,1,2.4,3.5,3.7,3.25,4,2.75,2.583333333,3
810,6,1,0,0,0,1,1,0,0,0,0,0,8,1,2,2.5,2.5,3.25,3.5,3.5,1.833333333,3
2064,3,1,1,1,1,1,1,1,1,1,0,0,7,1,2.4,2,3,2.75,3,2.75,1.833333333,4
1942,2,1,0,1,0,1,1,0,1,0,0,0,7,1,3,3.25,3.6,2.5,3.5,2.5,2.916666667,3
154,2,1,0,1,1,1,1,0,0,0,0,0,13,2,3.4,2.75,2.9,2.5,3.75,2,2.416666667,7
2204,2,1,0,1,1,1,1,1,0,0,0,0,3,2,2.8,3.25,2,1.75,2.25,2.25,2.416666667,7
124,2,0,0,1,0,1,1,1,1,0,0,0,1,1,3.4,3.25,2.7,2.5,2.25,2.75,2.75,2
1724,2,1,0,0,0,1,1,1,0,0,1,0,10,2,2.6,2.25,5.1,3,3,2.75,1.916666667,6
1332,6,1,0,0,0,0,1,0,0,0,0,0,4,2,2.6,3.5,2.9,3,3,2.75,2.25,1
1070,6,0,0,0,0,0,0,0,1,0,0,0,12,2,1.6,1.5,2,1.25,1.25,1.5,1.25,2
422,6,1,1,1,0,1,1,1,0,0,0,0,4,1,2.6,2.5,3.3,2.75,2.25,3,2,4
2295,5,1,0,1,1,1,1,1,1,1,0,0,8,1,2.4,3,3,2,3,2.75,1.916666667,7
1209,3,1,0,0,0,1,0,0,1,0,0,0,14,2,2,1.5,3,1.75,4,3.25,1.416666667,5
1281,4,1,1,0,0,1,1,1,1,1,0,0,14,1,2.4,3,3.1,1.75,2.5,2,2.333333333,4
1537,8,1,0,1,0,0,1,1,1,1,0,0,14,2,3.2,3,3.8,2.5,3.5,2.5,2.5,6
1781,3,1,0,1,0,1,1,0,0,1,0,0,4,2,2.2,1.5,2.1,1.75,3.5,3,1.583333333,2
1383,6,1,0,0,0,0,1,0,0,0,1,0,12,1,2.4,2.75,2.4,3,4,3.25,2.25,6
2173,4,1,1,1,1,1,1,1,1,1,0,0,14,2,1.6,2,1.6,1,1.75,1.25,1.416666667,4
60,5,1,0,1,0,1,1,1,0,0,0,0,7,1,2.4,2.75,2.8,3,1.75,2.5,2.166666667,2
2068,3,1,0,1,0,1,1,0,1,0,0,0,8,1,2.2,2.5,3.5,2,3.75,3,1.916666667,3
2206,4,1,0,1,1,1,1,1,1,1,0,0,12,2,2.4,2.75,4.3,2.25,2.75,2,2,7
1285,2,1,0,0,0,1,1,1,0,0,1,0,14,1,2.8,2.25,3.3,2,3.75,1.5,2.25,6
17,2,1,0,1,0,1,1,1,0,1,0,0,4,1,2.8,3.75,3.6,2.75,3.25,3.75,2.833333333,7
1760,7,1,0,0,0,1,1,1,1,1,0,0,14,2,3,3,3.9,3.25,4,2.5,2.75,3
2359,2,1,0,0,0,1,1,0,0,0,0,0,6,2,1.6,1,1.3,3.25,2.75,2,0.916666667,2
614,5,1,0,0,1,0,0,1,0,1,0,0,14,2,3,3,3,1,1,1,2.5,7
1767,6,1,0,0,0,1,1,0,1,0,0,0,13,1,3.2,3.5,3.9,3,3.75,3.25,2.666666667,3
1913,2,1,0,1,0,1,1,0,1,1,0,0,8,2,2.8,3.25,3,2.75,3.25,2,2.583333333,3
1637,5,1,0,0,0,1,1,0,0,0,0,0,7,2,3.8,3,3.7,3.25,3.5,3.5,3,3
337,4,1,1,1,1,1,1,1,1,1,0,0,5,1,2.4,2,2.1,2,2.25,2,1.583333333,4
648,3,1,1,1,0,1,1,1,1,1,1,0,4,1,2.4,3,3.2,2.5,3,3,2.25,6
1454,2,1,0,0,0,1,1,0,0,0,0,0,8,2,3.2,2.5,1.7,2.25,3.25,2,2.416666667,3
116,6,1,0,1,0,1,1,1,1,1,0,0,13,2,2.2,2.25,3.6,2.5,3.5,2.25,1.666666667,7
1137,2,1,1,0,1,1,1,0,1,0,0,0,3,1,4,2.5,2.3,1.5,2.25,2.25,2.583333333,4
1469,9,1,0,1,1,1,0,1,0,0,0,0,4,1,1.6,1.5,2.7,3,2.5,3,1.416666667,2
606,3,1,0,0,0,1,0,0,0,0,0,0,5,1,2.6,4,3.7,2.5,3.75,2.75,3.25,5
1339,1,1,0,1,0,1,1,1,0,1,0,0,10,2,3.8,2.25,4,3.25,3.75,2.75,2.416666667,2
553,6,0,0,0,0,0,0,0,0,0,1,0,5,1,2.8,2.5,4.3,3.25,4,3.5,2,6
1920,4,1,0,0,0,1,1,0,0,0,0,0,5,1,2.6,4,4.2,3.25,4,3.5,2.916666667,5
956,2,1,1,1,1,1,1,1,1,1,0,0,12,2,1.4,1.25,1.4,1.75,1.75,1.5,1.25,4
1037,2,0,0,0,0,1,0,1,1,0,0,0,1,1,2,2,2.4,2,2,2,1.666666667,2
211,7,1,1,1,1,1,1,1,1,1,1,0,5,1,2.6,3,3.7,4,3.25,2.5,2.25,6
1944,6,1,0,1,1,1,1,1,1,0,0,0,9,2,2.6,2.5,3.7,3,2.75,1.75,1.833333333,7
541,4,1,1,1,0,1,1,1,1,1,0,0,8,2,3,2,3.5,2.75,3,3.5,2,4
1151,6,0,1,0,1,1,1,1,1,1,0,0,14,1,3.2,2.25,2.6,2.5,3.75,3,2.166666667,4
769,9,0,0,0,0,1,1,0,0,0,0,0,7,1,1.6,3,2.2,2.5,3.5,3.5,1.75,2
474,5,1,0,1,0,1,0,1,0,0,0,0,7,1,2.8,3.5,3,3.5,2.75,3.25,2.75,1
2199,4,1,0,1,0,1,1,0,0,0,0,0,3,2,2,2.25,1.7,1.5,2.5,2.25,1.833333333,2
234,5,0,0,1,0,1,1,1,0,0,0,0,5,2,2.6,2.25,2.7,3.25,3.25,2.75,1.833333333,2
224,4,1,0,0,0,0,0,1,0,0,0,0,2,1,1.4,2.75,3.9,4,3,3,2.416666667,1
801,4,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1.4,1,1,1,0.833333333,4
2124,4,1,1,1,1,1,1,1,1,1,0,0,8,2,2.2,2,2.3,1.5,1.5,1.5,1.916666667,4
1631,8,1,0,1,0,0,0,1,1,1,0,0,14,1,2.6,4.5,4.1,4,3.25,3.75,3.5,1
52,6,0,1,1,0,1,1,1,0,1,0,0,14,2,3.4,3,3,2.75,3.25,1.75,2.583333333,4
400,2,0,0,1,0,1,1,1,1,0,0,0,8,1,2.6,3,2.1,3.25,3,3.25,2.25,2
1310,3,1,0,0,0,1,1,1,1,0,0,0,9,1,2.4,2.25,1.4,3,3.25,2.5,1.833333333,3
1717,5,1,0,1,1,1,0,1,1,1,0,0,8,2,2.6,3,2.9,4,3,2.5,3,6
1056,8,1,1,1,0,1,1,1,1,1,0,0,14,2,2.8,2,2,3.25,3.25,2.75,1.916666667,4
631,7,1,0,0,0,1,1,1,0,0,0,0,14,1,2.8,2.75,3.6,2.25,3,2.5,2.166666667,3
2380,4,1,0,0,0,1,1,0,1,1,0,0,12,1,1.6,1.25,1.9,2.25,3.25,2.5,1.083333333,3
1752,4,1,0,0,0,1,1,0,0,0,0,0,5,1,2.2,3,4.4,2.75,3.5,3,2,3
1453,5,1,0,0,0,1,0,0,0,1,0,0,4,2,2.2,2.75,3.3,2.75,3,3,2.166666667,5
140,7,1,0,1,1,1,0,0,1,0,0,0,12,2,2.2,2.25,3.6,3.25,3,2.5,2.333333333,3
527,5,0,0,0,0,1,1,1,0,1,0,0,6,1,2.8,2.5,2.4,2.5,3.75,2.25,2.25,2
1856,6,1,0,1,0,1,1,0,1,0,1,0,7,1,2.6,3.5,3.1,3,3.75,3.25,2.75,6
1250,8,0,0,0,0,1,0,1,0,0,0,0,11,2,4,3,3.9,4,4,4,2.916666667,1
542,2,1,1,1,0,1,1,1,1,1,0,0,7,1,2.4,2.75,1.8,1.75,1.75,2,2.25,4
350,8,0,0,0,0,1,0,0,0,0,0,0,10,1,3.2,3.5,3.5,4,4,4,2.916666667,1
89,5,0,1,1,1,1,1,1,1,1,1,0,13,2,2.4,1.25,3.4,3.25,3,3.25,1.75,6
2391,2,1,1,1,1,1,1,1,1,1,0,0,7,2,5,5,5,4,4,4,4.166666667,7
1079,6,1,0,0,0,1,1,1,1,0,0,0,5,1,3,2.25,3.9,1.75,2.5,2,2.333333333,3
531,7,0,0,0,0,0,1,0,0,0,0,0,7,1,2.6,3,3.4,3.5,3.5,3.5,2.833333333,1
1811,5,1,1,1,0,1,1,1,0,1,0,0,9,2,1.4,1,3.9,1.25,3.5,2.5,1.083333333,4
1400,6,1,0,0,0,1,1,1,0,1,0,0,13,2,3.6,2.5,3.7,3.5,4,3.5,2.25,3
373,4,0,0,0,0,1,1,0,0,0,0,0,7,1,1.4,3,4,3,3.5,3.25,2,5
952,3,1,0,1,0,1,1,0,0,1,0,0,2,1,3,3,3.2,2.5,2.5,2.25,2.25,3
7,9,0,0,0,0,0,0,0,0,0,0,1,8,1,2.6,3.5,3.6,4,3.5,3.75,3,8
2318,3,1,0,1,0,1,1,1,0,0,0,0,4,2,2,1.75,1.9,2.75,2.25,1.75,1.583333333,2
1497,3,1,0,0,0,0,1,0,1,0,0,0,4,2,1.8,2.5,3.1,3.25,2.75,3.25,1.666666667,1
405,2,1,1,1,1,0,0,0,1,0,0,0,9,2,1.6,1.75,2.1,1,1,1,1.333333333,4
889,7,1,0,0,0,0,1,1,0,0,0,0,9,1,3.4,3,4.5,3.25,3.5,3.5,2.583333333,1
909,9,0,0,0,0,0,1,0,0,0,0,0,5,1,3.4,4.75,5.5,3.25,4,3.5,3.416666667,1
1225,3,0,0,1,0,1,1,0,0,1,0,0,10,1,2.4,3.5,3.2,2.75,2.5,2.5,2.916666667,5
2172,2,1,1,1,1,1,1,1,1,1,0,0,12,2,1.8,2.25,1.9,2.5,1.5,2.5,1.75,4
2300,3,1,0,1,0,1,1,1,1,1,0,0,7,2,1.6,2.25,1.2,2.5,2.25,1.5,1.5,7
2113,4,1,0,0,0,0,1,0,0,0,0,0,11,2,2.4,2.75,3.4,2.5,2.25,2,2.333333333,1
1549,5,1,0,0,0,1,1,0,0,0,0,0,1,1,2.4,3.75,4.1,2.25,3.75,3.5,2.333333333,5
498,3,1,0,1,0,1,1,1,0,0,0,0,1,1,2,3.25,3.6,2.75,2.5,2.5,2.333333333,2
2039,5,1,0,1,0,1,0,1,1,0,0,0,6,2,2,2.75,1.2,4,4,2.75,2.666666667,3
1197,2,0,0,0,0,1,1,1,0,0,0,0,8,2,3,2.5,3.4,3.25,3.75,3.25,2.25,2
149,5,0,0,1,0,1,1,1,0,0,0,0,11,1,2.8,2.75,2.1,2.5,3.25,2,2.25,2
2,5,0,1,1,1,0,0,0,0,1,0,0,10,2,1,1.5,1.8,1.75,1.75,2,1.083333333,4
1690,1,1,0,1,0,1,1,1,0,1,0,0,1,2,3,2.75,3,3.25,3.5,3.5,2.166666667,2
840,2,1,0,1,1,1,1,1,0,0,0,0,7,1,3,2.75,3.5,3.25,3.5,2.25,2.833333333,7
2107,5,1,0,0,0,1,0,0,1,0,0,0,10,2,2.6,2,3.5,3.75,3.75,2.75,2.333333333,5
2122,4,1,0,0,0,1,1,1,0,1,0,0,9,2,2.4,2.5,1.8,2.25,1.25,2.25,2.083333333,7
126,5,0,0,1,1,1,1,0,1,1,0,0,8,1,3,2.25,1,2,2.25,2.5,2.083333333,7
2162,8,1,0,0,0,1,1,1,1,1,0,0,12,2,2,2.25,3,1.75,2,1.75,1.666666667,3
1693,2,1,0,1,1,1,1,0,1,1,0,0,1,2,2.4,2.5,4.8,3,3.75,2.5,1.916666667,7
1313,9,1,0,0,0,0,1,0,0,0,0,0,14,1,3.4,4.25,5.6,3.5,3.25,3,3.333333333,1
2222,5,1,0,0,0,0,1,1,0,1,0,0,9,1,2.8,3,4.6,2.75,3.75,3,2.583333333,1
517,3,0,0,0,0,0,0,0,0,0,0,1,4,1,2.2,3,3.4,4,4,3.5,2.833333333,8
703,2,1,0,0,0,0,0,0,0,0,0,0,2,2,3.4,4.5,3.7,1.25,2.5,1.75,2.916666667,5
885,6,1,0,1,0,0,1,0,1,0,0,0,6,1,3.4,2.5,4.1,2.25,3.25,2.75,2,1
1822,4,1,0,0,0,0,1,1,1,0,0,0,11,1,3,4,2.5,3.25,3.25,3.75,3.083333333,1
22,9,0,0,0,0,0,1,1,0,0,0,0,6,1,2,2.75,2.2,2.25,2.75,2.75,1.833333333,1
40,4,0,0,0,0,0,0,0,0,0,0,1,5,1,2.6,2.75,2.7,2.25,2.75,2.75,2.166666667,8
1506,3,1,0,0,0,0,1,0,1,0,0,0,4,2,1.6,2.25,1.9,2.75,3.75,2.5,1.666666667,3
1005,3,0,0,0,0,1,1,0,0,0,1,0,6,2,3.4,2.25,4.2,3.25,4,3.25,2,6
1437,6,1,1,1,0,1,1,1,0,0,0,0,13,2,2.6,2,3.9,2.75,3.5,2.5,2.166666667,4
2096,9,1,0,1,1,1,1,1,1,1,0,0,13,2,2.4,2.75,2.6,2.25,3,3,2.166666667,7
1661,3,1,0,0,1,1,1,0,0,1,0,0,13,2,3.4,2.25,2.5,3.25,3.25,2,2.416666667,7
365,1,0,0,1,0,1,1,1,0,0,0,0,2,2,1,2.25,1.1,4,3.75,3.5,1.25,2
176,11,0,0,0,0,0,0,0,0,0,0,1,2,1,2.2,3.25,4.2,3.5,4,4,2.666666667,8
2005,1,1,0,0,0,1,1,0,0,0,0,0,12,1,2.6,3.5,4.1,3.25,3.25,3,3.083333333,3
367,2,0,0,1,1,1,1,0,0,0,0,0,6,1,3.4,3.25,3.1,2.5,3,3,2.75,5
2016,1,1,0,0,0,1,1,0,0,0,0,0,1,2,3.4,3,3.7,3,3,3,2.916666667,3
2121,4,1,1,1,1,1,1,1,1,1,0,0,7,2,1.8,2.5,1.3,1,1.25,1.25,1.666666667,4
718,4,1,0,1,0,1,1,1,0,1,0,0,4,1,2,2.5,2.5,2.25,2.5,2,1.75,7
1635,8,1,0,0,0,1,0,1,0,1,0,0,14,2,3.8,4,4.1,3.75,4,3.5,3.416666667,1
1579,3,1,0,0,0,0,1,0,0,0,0,0,7,1,2.4,2.25,2.5,2.5,2.75,2.5,2.166666667,1
817,4,0,0,0,0,1,1,0,0,0,0,0,4,2,3,3,2.8,2.5,3.25,3.25,2.583333333,5
1851,9,1,0,0,0,1,1,1,1,1,0,0,11,2,2.6,3,3.4,3.25,3,2.25,2.416666667,3
2301,4,1,0,0,0,1,1,1,1,0,0,0,6,1,2.4,2.5,3.6,3.25,3,3.5,2.166666667,3
1168,7,0,0,0,0,1,1,0,0,0,0,0,6,1,3,4.5,4,3.25,4,4,2.833333333,5
918,2,1,0,1,0,1,1,1,0,0,0,0,9,2,2.2,2.5,3.1,2.75,3.75,2.25,2,2
2194,6,1,0,0,0,1,1,1,1,0,0,0,11,2,2,2.5,2.4,3.5,2.75,3.25,1.833333333,3
1492,4,1,0,0,0,1,1,0,1,0,1,0,13,2,4,2.75,3.3,2.25,3.75,3.25,2.833333333,6
1729,2,1,0,1,0,1,1,1,1,1,0,0,1,2,3.4,2.25,2.6,2,3.5,2.25,2.083333333,7
1840,3,1,0,1,1,1,1,0,0,1,0,0,9,2,2.2,1.5,2,3,4,2.75,1.75,7
1567,6,1,1,1,1,1,1,1,1,1,0,0,14,2,2,2,3,2.5,3.5,2.25,1.833333333,4
783,6,0,0,0,0,1,1,0,0,1,0,0,12,1,2.8,2.25,3.3,2.25,3.25,3,2.083333333,5
874,3,1,1,1,1,1,1,1,1,1,0,0,11,1,1,1,1.6,2.25,3,2.25,0.833333333,4
1,10,0,0,0,0,0,1,0,0,0,0,0,5,1,4.4,3.25,3.7,3.25,4,4,3.166666667,1
210,8,0,0,0,0,0,0,1,1,0,0,0,14,1,2.6,3.25,2.8,3.5,2.75,3.5,2.416666667,1
319,4,1,0,1,0,0,0,1,0,0,0,0,5,1,2.2,2.75,3.2,4,3.25,2.75,2.333333333,1
730,2,0,0,1,0,1,0,0,1,0,0,0,8,2,1.8,2.5,2.6,2.75,2.5,2.75,1.916666667,2
419,10,1,0,0,0,1,0,1,1,0,0,0,14,1,3.6,4.25,4.6,4,3.75,3.5,3.583333333,1
2328,2,1,0,1,0,1,1,1,0,1,0,0,10,2,2,2.25,2.6,2.75,1.75,2.75,1.833333333,7
936,5,1,0,0,1,1,1,0,0,0,1,0,4,1,2.2,2.75,3.3,3,3.5,4,2.166666667,6
2325,5,1,1,1,0,1,1,1,1,0,0,0,9,1,2.8,3,4.2,3,2.75,3,2.416666667,4
1053,8,0,0,0,0,1,1,0,1,0,0,0,5,1,1,2.25,1.5,2.5,4,4,1.25,2
2118,2,1,1,0,0,1,0,1,0,1,1,0,4,2,2.6,3.75,3.4,3,3,2.5,2.75,6
583,7,0,0,0,0,1,0,1,0,1,0,0,12,1,2.4,2,3,1.75,3.5,1.5,1.833333333,2
1282,4,1,0,0,0,1,1,0,0,0,0,0,9,2,2.4,1.25,2.5,3,2.75,2.75,1.666666667,3
1899,4,1,0,0,0,1,1,1,0,0,0,0,8,2,2.6,2.5,3.4,3.25,3.5,3,2.25,3
1270,4,1,0,0,0,0,0,0,0,0,0,0,5,1,2.4,1.25,4,4,3.25,3.75,1.5,1
934,3,0,0,1,0,1,0,0,0,0,0,0,8,1,2.6,2.5,2,2,3.25,3.25,2.416666667,5
848,7,0,0,1,0,1,1,1,1,1,0,0,9,1,2.2,2.5,2.4,2.25,1.75,2.25,1.666666667,7
1962,7,1,0,0,0,1,1,0,0,0,0,0,14,1,3,3.5,2.8,3.25,3.75,3.75,2.916666667,3
876,8,1,1,1,1,1,1,1,1,1,0,0,11,1,1.6,2,2.5,2.5,3.25,2,1.666666667,4
362,2,0,0,0,0,1,1,1,0,0,0,0,1,1,2.4,2.75,2.7,2.75,3.25,3.25,1.833333333,2
955,2,1,0,0,0,1,1,0,0,0,0,0,8,1,2.6,2.5,3.4,3.25,3.5,3.25,2.333333333,3
2136,2,1,0,1,1,1,1,0,1,0,0,0,3,2,1.6,2,1.9,2.75,2.5,2.5,1.5,7
1335,5,1,0,0,0,1,1,0,0,0,0,0,6,1,3,2.25,2.9,3.25,3.5,3.5,2,3
39,7,0,0,1,0,0,1,1,0,0,0,0,5,1,2.4,2.25,3.4,2.5,3,3.25,2,1
2021,6,1,0,1,0,1,1,1,0,0,0,0,5,1,2,3,3.3,3.25,4,4,2.25,7
2036,6,1,0,0,0,0,1,0,0,1,0,0,12,1,1.6,3.5,3.8,3.25,3.25,3.25,2.166666667,1
1787,3,1,0,1,1,1,1,1,1,0,0,0,13,2,3,2.25,1,2.5,4,2.75,2.083333333,7
78,3,0,0,0,0,1,0,0,1,0,0,0,8,2,2.8,3.5,1,1.75,4,3.25,2.666666667,5
1550,3,1,0,0,0,0,1,0,0,0,1,0,5,1,3.4,4,2.3,3.25,3.25,3.25,2.833333333,6
2213,2,1,0,0,0,1,1,1,0,0,0,0,13,2,2.6,2.25,1.9,3.25,2.75,2.5,1.916666667,3
1765,5,1,1,1,1,1,0,0,1,0,0,0,4,1,1.4,2,3.4,4,3.75,1.75,1.75,4
143,4,1,0,0,0,1,0,1,0,0,0,0,9,1,2.4,3.25,3.3,2.5,2,3,2.416666667,1
644,1,1,0,0,0,0,1,0,0,1,0,0,1,2,3,3,3,2,2,2,2.5,5
1502,1,1,1,1,1,1,1,0,1,0,0,0,14,1,2,2.5,2.3,2.5,3.25,2.5,1.75,4
1619,4,1,0,0,0,1,1,0,1,0,0,0,8,2,3,2.5,3.5,2.25,3.25,2.75,2.166666667,3
1462,6,1,1,0,0,1,1,1,0,1,0,0,9,2,2.6,2.5,3.5,2.5,3.5,2.75,2,4
920,5,0,0,0,0,1,1,1,0,0,0,0,10,2,2.2,3.5,4.3,3.25,3.5,4,2.333333333,5
1984,8,1,0,1,0,1,1,1,1,1,0,0,5,1,2.6,2.5,3.2,3.75,3.75,3.75,2.5,3
1392,10,1,0,0,0,1,1,1,0,1,1,0,14,1,3.2,3.5,4.5,2.75,3.25,3.25,2.833333333,6
1499,4,1,0,1,0,1,1,1,1,0,0,0,5,2,3.6,3.5,3.7,2.75,3.25,2.5,2.833333333,7
1795,7,1,0,1,0,1,1,1,1,1,0,0,6,2,3.2,2.75,4.6,2.25,3.5,2.25,2.333333333,3
443,2,1,1,1,1,1,1,1,1,1,0,0,11,2,1.6,1.5,1.7,1.25,2.75,1.75,1.416666667,4
1457,6,1,0,0,0,0,1,0,1,1,0,0,9,2,2.4,2.25,2.2,2.25,4,2.75,1.833333333,1
187,8,0,0,0,0,0,0,0,0,0,0,1,5,1,2.6,3.25,3.8,1.75,2.75,3.5,2.583333333,8
344,5,0,0,1,1,1,0,0,1,1,0,0,6,2,3.2,3.5,3.5,2,3.25,2.5,2.916666667,7
722,3,1,0,1,0,0,1,0,0,1,0,0,10,1,3.8,3.25,2,1.75,2.5,1.75,2.916666667,1
223,8,0,0,0,0,1,0,1,0,0,0,0,7,2,2,2.25,2.1,2.5,2.75,3,1.666666667,2
1010,3,1,0,0,0,1,1,1,0,0,0,0,6,1,1.6,2.25,3.3,2.5,2.75,3,1.833333333,3
1366,4,1,0,1,0,0,0,1,1,0,1,0,10,1,2.4,2.25,2.9,3.75,4,3.25,2.25,6
2100,3,1,0,0,1,1,1,0,1,1,0,0,10,2,1.8,2.5,1.9,2.5,1.5,1.75,1.833333333,7
128,3,0,0,0,0,0,1,1,0,0,0,0,5,1,3,3.5,2.7,2.75,3,3.5,2.25,1
972,2,0,1,0,0,0,0,0,0,0,0,0,2,1,3.2,3,3.2,2.5,2.5,2.75,2.833333333,5
1326,4,1,1,0,0,1,1,1,1,1,0,0,14,2,3.2,1.25,1.5,2,3.25,2.75,1.5,4
984,3,1,1,1,1,1,1,1,1,1,0,0,6,1,3.4,2.5,3.1,2.25,2.25,2.75,2.583333333,4
1381,4,1,0,0,0,0,1,0,0,1,0,0,4,1,2.8,3,3.2,2.5,4,3.5,2.333333333,1
1666,10,1,1,1,1,1,1,1,1,1,0,0,9,1,2.2,1.75,1,2.75,2.75,3,1.583333333,4
58,2,0,0,0,0,0,1,0,0,0,0,0,5,1,1.6,3.25,2.7,2,3.75,3,2.083333333,1
1776,11,1,0,0,0,0,1,1,1,1,0,0,1,1,3,2.75,2.7,3.25,3,2.75,2.666666667,1
2157,3,1,1,1,1,1,1,1,1,1,0,0,12,2,1.4,1.75,2.1,1.75,1.5,1.75,1.333333333,4
1614,8,1,0,0,0,0,0,1,1,1,0,0,13,1,2.8,3.25,4.1,4,3,3.75,2.833333333,1
843,2,0,0,0,0,0,0,1,0,0,0,0,3,2,4,2.75,4.1,2.25,2.25,1.75,2.5,5
1256,3,1,1,1,0,1,1,1,1,1,0,0,12,1,3,2,3.5,2.25,3.5,2,2.25,4
1742,7,1,0,1,1,0,0,1,0,0,0,0,12,2,2.6,2.5,3.5,4,2.75,2.75,2.5,1
879,2,0,0,0,0,1,0,1,0,0,0,0,4,2,3,2.75,2.4,2.25,3.75,3.25,2.333333333,5
2012,6,1,0,0,0,1,1,0,0,0,0,0,10,2,3,2.75,3.5,2.25,2.75,2.25,2.5,3
2171,8,1,0,1,0,1,1,1,1,1,0,0,14,2,2.8,2.75,3.7,2.75,3,2,2.583333333,7
795,8,0,0,0,0,0,0,0,0,0,0,1,11,2,3.6,3.5,4.4,3.25,4,3.75,3,8
1632,6,1,0,0,0,1,1,0,0,0,1,0,8,1,2.8,2.25,3.8,3,4,3,1.833333333,6
985,5,1,0,0,0,1,1,0,1,0,0,0,9,1,2.8,1.25,2.7,3.25,2,2.25,1.833333333,3
1150,7,1,0,0,0,1,1,1,1,0,0,0,4,1,3,2.75,2.1,2.25,2.75,3.25,2.583333333,3
1460,2,1,0,0,0,1,1,1,0,1,1,0,2,1,1.8,2.5,3.2,2.5,3.5,3.25,1.833333333,6
845,7,0,0,0,0,1,1,1,1,1,0,0,11,1,3,2.75,3.2,2,2.75,1.75,2.333333333,2
260,2,1,0,0,0,1,1,0,0,0,0,0,1,2,1.2,2.25,3.6,2.5,4,3.25,1.5,3
1587,3,1,0,1,0,1,1,0,1,1,0,0,7,2,2.8,3.25,4.5,2.5,3.5,2.5,2.833333333,3
832,3,1,1,1,0,1,1,1,0,0,0,0,5,1,2.2,1.5,1.6,1.75,1,2.25,1.583333333,4
882,9,0,0,1,0,0,0,1,1,0,0,0,4,1,2.2,3,1.4,2.5,2.25,2.75,2.083333333,5
