"","TechAttitudeMean","TechUseSocialMean","ShoppingAttitudeMean","SocialWebMean","RadioWebMean","VideoWebMean","LeaderMean","Income","Clusters"
"1192",2.4,2.25,2.45454545454545,2,2.5,2.5,1.75,11,4
"441",2.6,3.25,3,2.5,3,2.5,2.66666666666667,11,2
"2396",2.4,2.25,2.81818181818182,2.25,3.25,2,1.83333333333333,6,1
"580",3.4,3.75,4,3.5,4,3.75,2.75,13,3
"2218",2.8,2.5,3.27272727272727,2.25,2.25,1.75,2.25,9,2
"1679",2.2,2,4.54545454545455,2.25,4,3,1.75,14,2
"994",2.6,2.5,2.45454545454545,1,1,1,2.16666666666667,7,4
"2087",3.8,2.5,2.72727272727273,3.25,4,3.5,2.58333333333333,7,3
"894",3,4.25,3.09090909090909,3.25,3.25,3.75,3,9,3
"815",3.8,2,2.90909090909091,2,2.5,2.25,2.33333333333333,14,1
"807",2.2,2,1.54545454545455,2.25,3,2.5,1.5,9,4
"451",2.2,2.5,3,3.25,2.75,3.25,2.33333333333333,6,1
"1194",3,3,2.90909090909091,2.5,4,3.25,2.33333333333333,5,3
"1634",1.8,1,1,4,4,4,1.16666666666667,10,1
"2055",3,2.5,3.18181818181818,2.25,3.5,3,2.16666666666667,1,1
"2133",1.4,1.5,1.72727272727273,1.5,1,1.75,1.16666666666667,1,4
"1258",2.4,2.25,2.27272727272727,2.25,3.25,2.25,2,9,2
"104",1.8,1,1.45454545454545,3.25,3.25,3.25,1.16666666666667,3,1
"1654",3,2.5,3.90909090909091,2.25,3.25,3,2.41666666666667,6,2
"206",3,2.5,2.63636363636364,3,4,4,2.16666666666667,7,3
"1971",3.2,2.25,2.90909090909091,1.75,4,2,2.08333333333333,5,1
"942",2.4,3,3.72727272727273,3.75,3,3.5,2.58333333333333,12,3
"1789",4,3.5,4.36363636363636,3.5,3.5,3.75,3,9,3
"2216",3,3,3.36363636363636,2.5,4,3.75,2.41666666666667,5,3
"226",2,2,2.90909090909091,3,3,3,1.66666666666667,9,1
"200",2.8,2.75,2.90909090909091,3,4,3.25,2.66666666666667,9,3
"232",3,3,2.45454545454545,3,3.25,3.25,2.5,14,3
"803",3,4.75,3.45454545454545,3.75,3.25,3.75,3.25,9,3
"192",2.8,3.75,2.81818181818182,2.5,2.25,3.25,2.58333333333333,5,3
"2215",1.4,2.25,1.27272727272727,2.5,1.75,1.25,1.41666666666667,4,4
"557",2.6,2.75,4.18181818181818,3,3,3,2.33333333333333,6,3
"11",3.2,3.5,2.63636363636364,3.5,4,3.75,2.66666666666667,9,3
"1708",2.2,1.5,2.90909090909091,2.75,2.5,2.5,1.66666666666667,4,1
"981",3,3,3,4,4,4,2.5,11,3
"289",1.6,2,2.54545454545455,3.25,3.75,2.75,1.58333333333333,5,1
"1639",1,1,1,2.75,3.75,2.75,0.833333333333333,14,4
"793",2.8,2,2.45454545454545,2.5,4,2.75,1.91666666666667,8,1
"2061",2.6,2.25,3.27272727272727,3.5,3.75,3,2.41666666666667,14,2
"2250",3.4,2.75,2.36363636363636,2.5,4,3.25,2.16666666666667,12,2
"602",3.8,3,3.81818181818182,3.5,4,3.75,2.91666666666667,3,3
"1125",1,1,1,1.75,3.75,3.75,0.833333333333333,1,4
"734",2.2,2.25,2,3.25,3,3,1.91666666666667,12,1
"2253",1.8,1,1.90909090909091,2.25,2.25,2,1.16666666666667,10,4
"157",2,2,2.09090909090909,2.25,2,2,1.66666666666667,13,4
"1141",4.2,3.25,3.45454545454545,3.25,4,3,2.66666666666667,8,3
"1014",2.8,2.5,3.27272727272727,1.75,2.25,1.5,2.25,12,1
"1179",3.8,3,3.54545454545455,2.25,2.25,2.5,3.25,7,3
"406",1,1,1.18181818181818,1,1.25,1.25,0.833333333333333,9,4
"1521",2.6,1.75,3.36363636363636,3.25,2.75,2.75,1.91666666666667,12,2
"1424",3.4,2.75,3.09090909090909,2.5,3.5,3,2.5,8,3
"2207",2.4,1.5,3.18181818181818,2.25,3.5,2.25,1.41666666666667,14,4
"516",1.6,2.25,2.36363636363636,2.25,1,2,1.66666666666667,7,4
"1157",3.2,4.25,3.63636363636364,2.5,3.25,2,3,10,2
"1770",3,4.75,3.90909090909091,3.5,3.5,4,2.66666666666667,7,3
"1710",2.6,2.5,3.81818181818182,2.25,4,3.75,2.41666666666667,9,2
"1472",3,3,4.27272727272727,2.5,3.25,2.25,2.75,9,2
"3",3.4,3.75,4,3,3,3.5,2.75,6,3
"1618",3.2,1.75,2.81818181818182,2.5,3.25,3.25,2.33333333333333,11,2
"1716",1.6,2.5,2.72727272727273,1.75,3.5,1.75,1.66666666666667,10,4
"2049",2.2,2.5,2.09090909090909,3.25,2,3.25,2.08333333333333,5,1
"1994",2.2,1.75,1.81818181818182,2.5,3,2.75,1.66666666666667,6,4
"2306",2.6,3.25,2.18181818181818,2.5,4,3.5,2.41666666666667,9,3
"1447",2.2,2.5,3.36363636363636,3.25,3.5,3,1.83333333333333,13,1
"64",1.6,2.75,4,4,3.5,3.25,1.91666666666667,13,3
"1602",2,2.75,1.54545454545455,2.5,3.75,3.5,1.83333333333333,14,1
"1574",3,2.25,2,2.5,3.25,3.25,2.08333333333333,10,3
"1992",2.2,3,4,3.25,3.5,2.5,2.08333333333333,5,1
"779",3,3,3,2.75,4,3.25,2.5,5,3
"1839",3.2,2.75,3.09090909090909,2.5,4,3.25,2.33333333333333,13,2
"4",1.4,2.25,2.09090909090909,3.25,3.5,3.5,1.5,5,1
"218",1,1,2.54545454545455,2.5,2.25,2.75,0.916666666666667,10,4
"2388",1,1,1,1,1,1,0.833333333333333,4,4
"484",2,2.5,1.72727272727273,2,2.25,1.75,1.5,1,4
"454",2.6,2.5,4,2.25,3.25,3.25,2.66666666666667,4,2
"1604",3.8,2.5,4,3.5,3.5,3.5,3,10,3
"857",3.2,2,2.81818181818182,3.5,3.75,2.75,2.08333333333333,14,2
"2026",2.6,2.5,1.81818181818182,2,3.25,3,2.08333333333333,11,1
"1356",3,2.5,2.27272727272727,3,3.5,2.75,2.5,8,3
"1952",2.4,3,2.72727272727273,3.25,3.5,2.5,2.25,11,1
"1077",4,4,5,3,4,4,3.41666666666667,4,3
"1290",2.8,2.5,2.45454545454545,3,3,2.75,2.08333333333333,5,1
"138",3.2,3.5,3.63636363636364,1.75,2.75,2.5,2.83333333333333,5,2
"2098",2.2,3,3.72727272727273,3.25,2.75,3.75,2.25,2,1
"827",2.6,2,4.63636363636364,3.25,3.5,3.5,2.25,8,2
"101",2.4,1.75,3.18181818181818,2,2.75,2,1.91666666666667,6,4
"1858",2,2.25,3.81818181818182,2.75,3,1.25,1.75,1,1
"1153",3.6,3.25,4.27272727272727,3.5,4,3.5,2.83333333333333,2,3
"1585",2.2,2.25,3.72727272727273,3.75,4,3.75,2.16666666666667,4,1
"1189",3.6,3,3.63636363636364,3.5,3,3.75,2.58333333333333,10,3
"1406",2.8,2,4.72727272727273,2,2.75,2.5,2,10,2
"1949",2.8,2.25,3.72727272727273,3.25,3.5,3,2.16666666666667,6,1
"660",2.6,3.75,2.81818181818182,2.25,3.75,2.25,2.25,2,1
"209",3.2,2.5,3.18181818181818,2.5,4,3,3,8,2
"1719",3.8,2.75,4,2.25,4,2.5,2.58333333333333,12,2
"509",3.2,3.5,3.81818181818182,2.25,3,3,3.41666666666667,6,2
"438",2.6,4,3.63636363636364,2.25,2,2.75,3,1,2
"584",2.8,3.5,2.90909090909091,3,3.5,3,2.83333333333333,7,3
"312",2,2.5,2,2.5,3.5,2.5,1.91666666666667,14,1
"2332",2.6,2.25,2.72727272727273,1.75,1.5,2,1.91666666666667,6,4
"235",2,2,2,1.5,1.5,1.5,1.66666666666667,4,4
"652",2.2,3.5,3,2.25,3.5,2.5,2.16666666666667,2,1
"1912",3,3.25,2.18181818181818,2.5,3.5,2.5,2.5,1,1
"1669",3.2,2,3.54545454545455,3.25,3.5,2.5,2.41666666666667,3,3
"692",3.2,2.75,3.18181818181818,2.75,2.25,3,2.58333333333333,2,3
"2197",1.4,1,1.81818181818182,1,1.25,1.25,1.08333333333333,14,4
"54",2.8,2.75,2.54545454545455,3,4,3.25,2.25,5,3
"1060",2.2,2,3,2.5,1.75,2,1.75,3,4
"335",4,3,4.27272727272727,4,4,3.25,2.75,5,3
"410",2.2,2.75,2.09090909090909,2,2.75,2.5,1.75,13,4
"1166",3.2,3.75,3.36363636363636,3.25,4,4,2.75,10,3
"2241",2.6,3,3.36363636363636,3.25,3.25,3.25,2.33333333333333,9,3
"2340",2.8,3,4.36363636363636,2.75,3.25,2.75,2.5,14,2
"573",3,2.25,2.36363636363636,2.75,4,3.5,2.41666666666667,12,2
"708",1.6,1.25,1.90909090909091,2.5,2,2,1.41666666666667,7,4
"152",2.6,3,2.54545454545455,2.75,3,3.5,2.16666666666667,5,3
"515",2,2.5,3.45454545454545,2.5,4,3.25,1.91666666666667,3,1
"1593",1.6,2,1.63636363636364,1.75,2.75,1.75,1.41666666666667,13,4
"653",2.4,3,2.63636363636364,3,2.75,3.25,2.08333333333333,12,2
"465",2,3.5,4.54545454545455,3.5,4,3.25,2.08333333333333,6,3
"1205",1.2,1.5,2.27272727272727,2.5,3.5,2,1.08333333333333,8,4
"1922",4.2,3,5.54545454545455,3.25,3.5,3.5,3.08333333333333,14,3
"1869",1.2,2,2.72727272727273,3.25,3.5,3.25,1.25,9,1
"2323",2.2,2,2.18181818181818,1.75,3,2.25,1.66666666666667,13,4
"962",2.2,2.5,1.72727272727273,2,2,2,1.91666666666667,14,4
"1334",2.6,3.25,2.63636363636364,3,3.75,3.5,2.08333333333333,14,2
"846",3.2,2.75,2.81818181818182,2.75,3,2,2.5,8,2
"1232",3.2,3.5,3.36363636363636,3.25,3.5,3.5,3.08333333333333,13,3
"667",2.4,2.75,2.81818181818182,2.75,2,3.25,2.25,13,1
"2182",1.8,2,1.90909090909091,2.25,2.5,2,1.66666666666667,7,4
"499",3.2,3.75,3.63636363636364,3.75,3.5,3.5,3,7,3
"1688",2.2,2.5,2,3,3.25,2.5,2.16666666666667,4,1
"1675",2.4,3,4.18181818181818,3.5,4,2.5,2.5,10,3
"1165",1,1,2.63636363636364,3,3.25,3.25,0.833333333333333,8,4
"2155",1.8,2,1.54545454545455,2.75,3,3.25,1.5,6,4
"2010",2.8,3,2.54545454545455,2,3.75,3,2.33333333333333,6,2
"1514",2.2,1.5,2.54545454545455,2,3.75,2.25,1.58333333333333,12,4
"1678",1.8,1.25,3,3,4,2.5,1.58333333333333,6,1
"1231",2.4,2.75,2.18181818181818,2.75,3.25,2.75,2.16666666666667,4,1
"1278",1.6,1.25,1.63636363636364,3.25,3.75,3.25,1.33333333333333,7,1
"9",2.8,2.75,2.54545454545455,3,3.5,3.5,2.16666666666667,11,3
"802",2.8,2.25,3.90909090909091,1.25,2.75,1.5,2.08333333333333,5,2
"780",3,3.25,2,2,2,2,2.58333333333333,1,2
"1116",1,1,1,1.5,3,3.75,0.833333333333333,2,4
"849",1.8,1.5,1.36363636363636,1.25,1.5,1.75,1.16666666666667,12,4
"2106",2.6,2,3.72727272727273,3.25,3.75,3,2.08333333333333,6,1
"2367",1,1,1,1,1,1,0.833333333333333,12,4
"1644",2.8,2.25,3.27272727272727,2.5,3.25,2.75,2.16666666666667,13,2
"1208",2,1.75,2.72727272727273,2.75,3.75,2.5,1.58333333333333,10,1
"195",3.8,2.75,2.81818181818182,1.5,3,2.5,2.41666666666667,12,2
"1207",3,3.75,4.27272727272727,3.25,4,3.75,2.91666666666667,6,3
"1012",2.6,3,3.81818181818182,3.25,3.75,3.5,2,6,1
"1175",3,3,3.09090909090909,1.75,4,3,2.5,12,2
"191",3.6,4,4.18181818181818,3.25,4,4,3.08333333333333,7,3
"822",1.4,1,1.72727272727273,2,2.5,2.75,0.833333333333333,12,4
"80",3,2.75,3.27272727272727,2.25,3.25,2.25,2.08333333333333,12,2
"1252",2.2,2.25,3.45454545454545,4,4,3,1.83333333333333,5,1
"296",4.8,2.75,2.45454545454545,2.5,3,2.75,2.33333333333333,6,3
"1534",2.4,2.5,3,2.5,3.25,2.25,2.16666666666667,8,2
"2251",1.4,1.25,2.90909090909091,1.75,3.25,2,1.08333333333333,10,4
"1272",2.2,2,3.45454545454545,2.75,3,2.5,1.83333333333333,5,1
"372",3.2,2.75,4.36363636363636,3.25,4,3.75,2.83333333333333,6,3
"1107",3.2,2.75,4.54545454545455,3,1.75,2.25,2.33333333333333,10,2
"1797",2,2.5,2.90909090909091,2.5,3.25,2.75,2.16666666666667,14,1
"264",2.8,2,2.36363636363636,3.25,3.25,2,2.25,3,1
"1154",3.4,3.25,3.45454545454545,3,3,3,2.58333333333333,14,3
"785",2.4,1,1.54545454545455,3.25,2.25,3.25,1.41666666666667,11,1
"1142",1,1,4.63636363636364,1.75,1,1.75,0.833333333333333,14,4
"1305",1.6,2.25,3.18181818181818,2.25,3,2,1.58333333333333,12,4
"1560",3.2,2,3.63636363636364,2,3.25,2.75,2.16666666666667,10,2
"2309",1.8,2.5,3,3,3.75,2.5,1.91666666666667,12,1
"669",4.2,3.25,2,2.5,4,2.5,3.41666666666667,14,2
"2283",2.2,2,2.54545454545455,3,2.75,2.5,1.66666666666667,8,1
"489",2.8,2.75,2.27272727272727,1.75,3.25,1.75,2.16666666666667,12,2
"1384",3.2,3.25,2.45454545454545,3.25,3.25,3.5,2.66666666666667,14,3
"1713",2.4,3,4.36363636363636,3.5,4,3.5,2.58333333333333,14,3
"637",1,1,1,1.5,1.5,1,0.833333333333333,2,4
"590",1,3.75,4.18181818181818,2.25,2.75,2.75,1.83333333333333,1,1
"278",2.8,3.75,3.63636363636364,2.25,3,2.25,2.83333333333333,4,2
"165",4.2,2.75,4.54545454545455,2.25,4,3.5,2.25,5,3
"10",3.8,3,3,2.75,3.75,3,2.58333333333333,10,3
"457",4,2.25,2.36363636363636,1,1,1,2.5,7,4
"520",2.4,2.25,3.09090909090909,2,3.5,1.75,1.91666666666667,4,1
"1924",4,2.75,3.36363636363636,3,3.25,2.75,3,8,3
"818",3.2,3,2.36363636363636,2.25,3,2.5,2.5,4,1
"238",2.4,3.5,4.09090909090909,3.25,3.25,3,2.25,6,3
"618",3,3,1.81818181818182,2.5,3,1.75,2.5,6,1
"1926",2.2,5,2,3.25,3.25,2.75,3,1,3
"403",2,1.75,2.27272727272727,2,3,2.5,1.41666666666667,7,4
"1806",2.6,2.25,3.09090909090909,2.5,3.25,2.5,2.08333333333333,7,2
"2085",1.4,2,2.36363636363636,3.25,3.25,3.5,1.33333333333333,9,1
"1810",2.8,3.5,3.36363636363636,3.25,3.5,3.5,2.91666666666667,10,3
"1859",2.8,2,3.54545454545455,3.75,2.75,2.75,2.33333333333333,6,3
"466",3.6,3.75,3.63636363636364,3.25,3.75,3,2.66666666666667,7,3
"760",1.8,4.25,3.27272727272727,3.25,3,3.5,2.5,13,3
"1228",4,1.5,3,2.5,3.5,2.75,2,3,1
"1362",3.6,4.75,5.72727272727273,3,4,2.5,3.91666666666667,9,3
"1995",2,2.25,2.36363636363636,3,3.75,2.75,1.66666666666667,4,1
"490",1.4,1.5,1.72727272727273,1.75,2,1,1.25,10,4
"700",2.8,2.25,1.90909090909091,2,2.5,1.75,2,8,4
"717",2.2,2.5,2.72727272727273,3.25,3.25,2.75,2.16666666666667,9,1
"544",1,1,1.36363636363636,1.5,2.25,2.5,0.833333333333333,6,4
"1255",1.4,2.75,2.63636363636364,2,3.75,2.5,1.75,4,1
"1303",3.8,2.25,3.18181818181818,2,4,3.25,3,14,2
"2355",2,2,2,1.75,2,2.25,1.66666666666667,4,4
"1215",2.4,2.5,1.81818181818182,3.25,3.25,2.75,1.41666666666667,1,1
"1831",3.2,2.25,3.90909090909091,2.75,2.75,2.5,2.16666666666667,12,2
"915",3,2,2.72727272727273,2,2,1.75,1.66666666666667,6,4
"352",1,1,2.81818181818182,4,3.25,2.5,0.833333333333333,6,4
"1768",1.6,1.25,3.72727272727273,3.5,4,2.5,1.5,8,1
"20",2.2,3,3.72727272727273,4,4,3.25,2.41666666666667,7,3
"1986",3.2,3.25,3.45454545454545,3,2.5,2.75,2.66666666666667,7,3
"464",3.8,3.75,3.09090909090909,2.5,3.25,2,3.33333333333333,8,2
"838",3,2.75,2.81818181818182,3,2.5,3,2.41666666666667,3,3
"569",3.4,2.5,1.45454545454545,1,1.5,1.25,2.16666666666667,14,4
"102",1,2.25,1,1.75,2.5,3.25,1.25,8,4
"1707",2.4,3,3.90909090909091,3.25,3.5,2.5,2.08333333333333,4,1
"2289",2.8,3,2.72727272727273,2.5,3,2,2.41666666666667,12,2
"816",2.6,4,3.63636363636364,3.25,3.25,4,2.83333333333333,4,3
"1443",1.6,3,2.27272727272727,3,2.5,3.25,1.91666666666667,10,1
"1547",2.4,2.5,3.45454545454545,2,4,3,1.75,5,2
"657",2,3,2.81818181818182,2,2.75,1.5,2.16666666666667,8,4
"2024",3.4,3,2.81818181818182,3.25,3.5,3.5,2.25,7,3
"1032",2.4,3.25,2.63636363636364,4,3.25,3.25,2.75,9,3
"424",3.2,2.5,3,2.5,3.5,2.5,1.91666666666667,5,1
"1321",2,2,3.09090909090909,3,2.75,3.25,1.83333333333333,2,1
"1203",3,3,3,3.25,3.75,3.5,2.5,11,3
"2293",2.4,1.75,1.81818181818182,2,2.25,2,1.66666666666667,5,4
"162",2.4,3,4,3.5,3.25,3.25,2.33333333333333,8,3
"1519",3,3.25,3.54545454545455,2.5,3.75,1.25,2.41666666666667,1,1
"345",1.6,1.5,2.09090909090909,2,2.5,2.5,1.16666666666667,12,4
"94",3,3.75,2.81818181818182,2.5,3.5,1.75,2.25,8,2
"1054",1.6,2,2.81818181818182,3.25,3.25,3.25,2,6,1
"1073",2.8,2.75,2.18181818181818,2.25,2.25,1.75,2.33333333333333,7,4
"888",1,1,1,2,2.5,1.75,0.833333333333333,9,4
"96",2.8,2.75,3,3,3.5,3.5,1.5,14,2
"1174",2.6,3.5,2.45454545454545,3.25,3.25,3,2.5,4,3
"1430",3,2.25,3,3.25,4,3,1.83333333333333,9,3
"1887",2.4,2.25,2.18181818181818,3.25,3,3.5,1.83333333333333,5,1
"144",2,2,2,2,2,2,1.58333333333333,14,4
"1900",2.6,2.25,2.27272727272727,3,3,3.5,1.83333333333333,14,1
"1877",1.6,1,3.90909090909091,2.75,3.75,2,1,12,4
"1413",3.4,2.5,3.09090909090909,3,3,2.25,2.5,12,2
"622",1.6,2.25,1.45454545454545,1,1.5,1.25,1.5,9,4
"251",2.8,3.5,3.72727272727273,3.75,3.25,3.25,2.66666666666667,12,3
"966",3.2,3,3.72727272727273,3.25,3.5,3.75,2.75,2,3
"1445",4,4,3.81818181818182,3,3.25,3.5,2.91666666666667,9,3
"91",1.8,3.25,2.27272727272727,2,2.25,2.5,2.16666666666667,6,4
"1738",3.2,3.25,4,2.5,3.5,2.5,2.75,9,2
"293",3,3.25,2.72727272727273,2,1.5,2.5,2.33333333333333,4,2
"904",3,3.5,1.27272727272727,2.25,1.75,1.5,2.83333333333333,13,1
"1257",2.8,2.25,3.81818181818182,2,3.25,2.25,2,14,2
"1136",3.4,4,2.90909090909091,3,3.25,3.75,3.16666666666667,6,3
"1612",2.2,2.75,1.54545454545455,2.5,3.25,2.75,1.91666666666667,14,1
"291",3.2,3.75,4.45454545454545,3.25,3.75,3,3,8,3
"2314",1,1,1,1,1,1,0.833333333333333,2,4
"715",3.6,2,2.18181818181818,1.75,2.5,1.5,2.33333333333333,11,2
"1989",2.2,3.25,4.09090909090909,3.25,4,2.5,2.58333333333333,7,3
"974",1.8,2.75,2,1.75,2,2,2.16666666666667,9,4
"970",2.8,3,2.90909090909091,3,3.5,3.5,2.5,12,3
"1963",3.4,2.5,4,3,3.5,3.5,2.08333333333333,14,2
"2110",2.4,2.25,2,4,3.25,2.5,1.83333333333333,8,1
"1600",2.6,2.5,3.54545454545455,3.5,3.75,3.5,2,10,2
"242",1.6,1,1.18181818181818,2.5,2,2,1.08333333333333,9,4
"615",2.6,2,3.27272727272727,2.75,3.25,3.25,1.66666666666667,9,1
"1817",3.6,4,4.18181818181818,4,4,3.5,3.33333333333333,14,3
"2142",2.6,2.75,2.81818181818182,2.5,3,2.25,2,1,1
"1823",2.8,2.5,4.45454545454545,3.25,3.5,2.5,2.58333333333333,14,2
"1085",2.8,2.25,1.63636363636364,2.5,4,3,1.75,3,1
"1966",1.4,2.25,2.63636363636364,2.5,2.75,3.5,1.41666666666667,3,1
"1155",3.2,2,1.54545454545455,3.25,3.5,3.5,2.25,8,1
"73",3.2,3,3.63636363636364,2,3.25,3.25,2.66666666666667,5,2
"798",2.8,3.5,2.27272727272727,3,2,1.5,2.5,8,1
"639",2,2,2.36363636363636,1.75,2.5,2.5,1.66666666666667,11,4
"595",2.6,2,2.90909090909091,1.5,2.5,1.5,2.08333333333333,8,4
"663",2.4,1.5,3.09090909090909,3.25,3.25,3,1.58333333333333,7,1
"723",1.6,1.25,2,3.25,2.5,2.5,1.08333333333333,4,4
"297",1,1,1,1,1,1,0.833333333333333,1,4
"732",1.8,1.5,1.45454545454545,1.75,3,2.25,2,9,4
"2177",2.4,2.5,2.36363636363636,3,2.5,2.75,1.91666666666667,5,4
"1284",1.4,1.5,1.36363636363636,2.75,2.75,3.25,1.33333333333333,4,4
"2169",2.2,2.5,2.72727272727273,1.75,2.75,1.75,1.91666666666667,6,4
"886",3.2,2.5,2.63636363636364,1.75,2.25,2.5,2.08333333333333,11,4
"705",2.2,1,1.81818181818182,1.75,2.5,2.25,1.58333333333333,5,4
"288",1.6,1.75,2.09090909090909,2.75,3.5,2.75,1.41666666666667,6,4
"598",1.6,2,1.45454545454545,2.75,3,2.25,1.33333333333333,5,4
"1186",2.8,3,3,2,2,2,2.41666666666667,9,2
"1503",3,2.75,2.45454545454545,3.25,3.75,2.75,2.66666666666667,11,3
"184",3.4,3.75,3.90909090909091,2.75,4,3.75,2.58333333333333,4,3
"666",1.6,2.5,2.54545454545455,1.5,2.5,2.25,1.58333333333333,7,4
"1139",2.4,2.25,1.54545454545455,3,4,3.5,1.83333333333333,7,1
"38",3,3.5,3.36363636363636,4,3.75,3,3.16666666666667,12,3
"1723",3.2,3.25,2.72727272727273,2.5,3.25,2.75,2.66666666666667,6,3
"131",2.6,2.25,2.81818181818182,2.5,3.25,2.5,2,1,1
"929",3,3,2.54545454545455,3,3,3.25,1.91666666666667,11,2
"1133",2.6,3,2.81818181818182,3.25,4,3.5,2.33333333333333,1,3
"1050",1.8,2,1.63636363636364,2.25,2.25,3,1.33333333333333,2,4
"2384",2,2,2,1.5,1.5,2.5,1.66666666666667,6,4
"1480",2.2,1.75,3,1.75,3.25,2.5,1.75,12,4
"1961",3,2.5,3.72727272727273,3.25,3.25,2.75,2.5,11,2
"259",3.4,2,2.90909090909091,2.75,3.25,2.5,1.83333333333333,7,1
"742",3,3,3.27272727272727,2.5,3,2.5,2.5,5,2
"677",2.4,2.5,3.36363636363636,3.25,2.75,3.25,2.16666666666667,5,1
"612",2.6,3.75,3.36363636363636,2.75,4,3.5,2.25,12,3
"2369",3.4,3.5,2.90909090909091,3.25,3.25,3.5,2.66666666666667,4,3
"1624",2,2.25,2.09090909090909,3.25,3.5,3,1.66666666666667,13,1
"633",2,2.25,2,1.25,1.25,1.25,1.66666666666667,5,4
"701",1,1,1,3.25,3.75,3.25,0.833333333333333,1,1
"1468",3.6,3.5,3.09090909090909,1.75,3.75,1.75,2.58333333333333,12,2
"473",3,3.5,2.90909090909091,3.25,4,3.5,2.41666666666667,5,3
"1423",2.6,1.5,1.90909090909091,2.25,3.25,2,1.66666666666667,14,4
"524",2.8,2,3.36363636363636,3.25,2.75,3.25,2.16666666666667,8,3
"1271",3.2,4.5,4.36363636363636,3.25,4,3.25,2.91666666666667,10,3
"2288",2.2,3.5,2.90909090909091,2,3.5,2.75,2.33333333333333,7,2
"1937",3,3,3.36363636363636,3.25,2.5,2.5,2.58333333333333,6,3
"588",3.2,3.5,3.09090909090909,3.25,4,3.25,2.91666666666667,4,3
"246",2.2,3,2.18181818181818,1.75,1,2.25,2.08333333333333,3,4
"945",2.2,2.25,2.18181818181818,2.75,2,1.75,2,7,4
"586",2.8,2.75,3.45454545454545,3.75,3.25,3,2.16666666666667,11,2
"839",3.6,3.75,3.09090909090909,3.25,3,3.25,3.08333333333333,2,3
"1351",3.2,2.5,2.72727272727273,2.75,2.5,2.75,2.41666666666667,13,2
"1885",2.8,2.5,3.27272727272727,3.25,3.5,2.5,2.16666666666667,4,1
"1102",2.8,2.25,1.54545454545455,2.25,2.25,2.25,1.83333333333333,13,4
"856",3.2,2.75,3.45454545454545,2,2.75,2.5,2.25,5,2
"1641",3.2,2.75,3.45454545454545,2.25,3.25,2.75,2.5,5,2
"190",2.8,3.5,3.27272727272727,3,3,3.25,2.41666666666667,10,3
"1446",3,3.5,2.54545454545455,2.5,3.5,3,2.33333333333333,14,2
"1982",3.2,3.25,3.81818181818182,4,4,4,2.91666666666667,14,3
"1466",2.6,2.25,2.90909090909091,3.25,3.5,3.75,1.91666666666667,12,2
"659",3.6,2.75,3,3.5,4,3.75,2.58333333333333,12,3
"744",1.8,3.5,3.45454545454545,3.25,3.5,3.25,2.58333333333333,4,3
"197",1.8,1.25,1.72727272727273,1.5,1.75,1.75,1.08333333333333,9,4
"208",2.2,3.25,3.45454545454545,2.5,3.75,3.5,2.5,1,3
"1872",3.4,3,3.72727272727273,3.5,3.5,3.5,2.91666666666667,13,3
"2149",2.2,3.25,3.81818181818182,2,3.25,3,2.25,8,2
"228",3.6,3,3.45454545454545,2,2.5,1.75,2.58333333333333,5,2
"386",1.8,3,4.72727272727273,2.25,2,2.25,2.16666666666667,4,2
"2371",1,2,1,2.5,3.25,2.5,1.16666666666667,4,4
"181",2.6,2.5,3.54545454545455,3,4,2.5,2,1,1
"2269",2.6,2.5,2.18181818181818,1.25,1.25,1.5,1.91666666666667,8,4
"2004",3.2,3,3.27272727272727,2.5,2.25,1.75,2.33333333333333,12,1
"2071",2.6,3,2.72727272727273,2.5,3.25,2.5,2.41666666666667,6,1
"155",2.2,3,2.45454545454545,1.75,1.5,2.5,2.16666666666667,9,4
"357",4,2.25,1.81818181818182,3.25,3.5,3.25,2.25,5,1
"2320",3,2.75,2.54545454545455,2.5,3.25,2.75,2.41666666666667,4,1
"1596",2.6,1.5,3.72727272727273,4,3.5,3,2.33333333333333,14,2
"1104",3.8,3,3.63636363636364,4,2.75,2.5,2.75,9,3
"2104",2.2,2.5,2.36363636363636,2,1.75,1.75,2.08333333333333,6,4
"943",2.2,2.25,2.54545454545455,1.75,1.75,2.75,2.25,8,4
"1570",3.6,3.5,5.09090909090909,3.5,3.75,3.75,3.41666666666667,2,3
"2258",1.6,2.25,2.36363636363636,3.5,4,3.5,1.58333333333333,14,1
"2043",2.8,3.75,4.90909090909091,3.5,4,2.25,2.41666666666667,11,3
"658",2.6,2.5,2.81818181818182,3,3.5,2.75,1.91666666666667,5,1
"412",3.4,3.5,1.90909090909091,2.5,1.5,2.5,2.83333333333333,5,2
"1721",3.2,2.25,4.09090909090909,2,2.75,2.5,2.16666666666667,10,2
"356",2.6,3,2.27272727272727,3.25,4,3.25,2.16666666666667,7,3
"1647",2.4,2.75,2.72727272727273,2.5,3,2.5,2,7,2
"1442",1.8,1.75,1.90909090909091,3.25,2.75,2.75,1.41666666666667,11,1
"1659",1.4,1.5,5.45454545454545,4,4,4,1.5,9,2
"1222",4,3.75,4.18181818181818,3.25,4,3,3.66666666666667,14,3
"1711",1.8,1.75,3.54545454545455,2.25,4,2.75,1.58333333333333,14,4
"1968",2.4,2.5,3.27272727272727,1.75,3.75,2.5,2.16666666666667,14,2
"109",2.8,2.25,3.09090909090909,2.25,3.75,2.25,2.33333333333333,14,2
